pdq,Spdq,aic
"(2, 1, 1)","(2, 2, 0, 24)",12.0
"(2, 2, 2)","(0, 2, 1, 24)",1435.0915804036954
"(0, 2, 2)","(0, 2, 1, 24)",1435.363444403191
"(1, 2, 2)","(0, 2, 1, 24)",1437.088801820081
"(1, 2, 1)","(0, 2, 1, 24)",1437.381943963327
"(2, 2, 1)","(0, 2, 1, 24)",1437.9990874380258
"(1, 2, 2)","(1, 2, 1, 24)",1439.018156792284
"(1, 2, 2)","(0, 2, 2, 24)",1439.022548128213
"(0, 2, 1)","(0, 2, 1, 24)",1439.1241274071567
"(2, 2, 2)","(1, 2, 1, 24)",1439.7329668987427
"(2, 2, 2)","(0, 2, 2, 24)",1439.7430272028762
"(2, 2, 1)","(1, 2, 1, 24)",1439.893359815042
"(1, 2, 2)","(2, 2, 1, 24)",1440.984563897279
"(1, 2, 2)","(1, 2, 2, 24)",1441.0021274563546
"(0, 2, 1)","(0, 2, 2, 24)",1441.0940326568962
"(2, 2, 2)","(2, 2, 1, 24)",1441.7094219069375
"(2, 2, 2)","(1, 2, 2, 24)",1441.7182993453273
"(1, 2, 2)","(2, 2, 2, 24)",1442.9796721256125
"(2, 2, 1)","(1, 2, 2, 24)",1443.0367172452875
"(0, 2, 1)","(1, 2, 2, 24)",1443.4054440260873
"(2, 2, 2)","(2, 2, 2, 24)",1443.6295599717143
"(0, 2, 2)","(1, 2, 1, 24)",1443.7582058641499
"(0, 2, 2)","(0, 2, 2, 24)",1443.7673357736157
"(0, 2, 2)","(2, 2, 1, 24)",1445.5837467028653
"(0, 2, 2)","(1, 2, 2, 24)",1445.6827350856156
"(1, 1, 2)","(1, 2, 1, 24)",1447.1557262154615
"(2, 1, 1)","(1, 2, 1, 24)",1447.5114960184667
"(0, 2, 2)","(2, 2, 2, 24)",1447.5830192020987
"(1, 1, 2)","(0, 2, 2, 24)",1448.0832715936708
"(2, 1, 2)","(1, 2, 1, 24)",1448.4968876102714
"(1, 1, 2)","(2, 2, 1, 24)",1448.8433220705233
"(1, 1, 2)","(1, 2, 2, 24)",1448.8433394392284
"(1, 1, 1)","(1, 2, 1, 24)",1448.9509743950862
"(2, 1, 2)","(0, 2, 2, 24)",1449.4261270227455
"(1, 1, 1)","(0, 2, 2, 24)",1450.0622426362552
"(2, 1, 2)","(1, 2, 2, 24)",1450.3345640869572
"(1, 1, 2)","(2, 2, 2, 24)",1450.8493242644834
"(2, 1, 1)","(0, 2, 2, 24)",1451.0288247199219
"(1, 1, 2)","(0, 2, 1, 24)",1451.1204331677993
"(0, 1, 2)","(1, 2, 1, 24)",1451.4003844488607
"(0, 1, 1)","(1, 2, 1, 24)",1451.4731384404397
"(2, 1, 2)","(2, 2, 1, 24)",1451.5130086850936
"(1, 1, 1)","(0, 2, 1, 24)",1451.5655104689765
"(2, 1, 1)","(0, 2, 1, 24)",1451.587631042989
"(0, 1, 1)","(0, 2, 2, 24)",1451.9737217500087
"(0, 1, 2)","(0, 2, 2, 24)",1452.0938761987115
"(2, 1, 1)","(2, 2, 1, 24)",1452.1717444459605
"(2, 1, 1)","(1, 2, 2, 24)",1452.1729600303133
"(2, 1, 2)","(2, 2, 2, 24)",1452.3158975000492
"(2, 1, 2)","(0, 2, 1, 24)",1452.9061489839726
"(0, 1, 2)","(1, 2, 2, 24)",1453.0786542954318
"(0, 1, 2)","(2, 2, 1, 24)",1453.1274289798714
"(0, 1, 1)","(0, 2, 1, 24)",1453.2048787881347
"(0, 1, 1)","(1, 2, 2, 24)",1453.2247615847616
"(0, 1, 1)","(2, 2, 1, 24)",1453.2461090962202
"(1, 1, 1)","(1, 2, 2, 24)",1453.2891280173483
"(0, 1, 0)","(0, 2, 1, 24)",1453.6178321174273
"(2, 1, 0)","(1, 2, 1, 24)",1454.133549832834
"(1, 2, 1)","(1, 2, 1, 24)",1454.2126664450227
"(1, 2, 1)","(0, 2, 2, 24)",1454.219366680664
"(2, 1, 1)","(2, 2, 2, 24)",1454.3039795883253
"(2, 1, 2)","(2, 2, 0, 24)",1454.3363474946445
"(0, 1, 2)","(0, 2, 1, 24)",1454.4382674940418
"(2, 1, 0)","(0, 2, 2, 24)",1454.545914746256
"(1, 1, 1)","(2, 2, 1, 24)",1454.680524279547
"(1, 1, 1)","(2, 2, 2, 24)",1454.9228110926208
"(2, 2, 1)","(0, 2, 2, 24)",1454.9977041657514
"(2, 2, 0)","(0, 2, 1, 24)",1455.0152659811647
"(0, 1, 2)","(2, 2, 2, 24)",1455.0725077195714
"(0, 1, 1)","(2, 2, 2, 24)",1455.2242696480896
"(1, 0, 2)","(2, 2, 0, 24)",1455.341155374253
"(1, 1, 0)","(1, 2, 1, 24)",1455.3792123932212
"(0, 2, 1)","(1, 2, 1, 24)",1455.6739143046857
"(1, 1, 0)","(0, 2, 2, 24)",1455.6930636972736
"(1, 1, 0)","(0, 2, 1, 24)",1455.8390387321874
"(2, 1, 0)","(0, 2, 1, 24)",1455.931303734877
"(2, 1, 0)","(1, 2, 2, 24)",1455.9968506592227
"(2, 1, 0)","(2, 2, 1, 24)",1456.015436016593
"(1, 2, 1)","(2, 2, 1, 24)",1456.1560277448018
"(1, 0, 2)","(0, 2, 2, 24)",1456.199575579048
"(1, 2, 1)","(1, 2, 2, 24)",1456.268189017151
"(2, 0, 2)","(2, 2, 0, 24)",1456.3554661016951
"(2, 2, 1)","(2, 2, 1, 24)",1456.9540346225433
"(2, 2, 0)","(1, 2, 1, 24)",1456.9984244698685
"(1, 1, 0)","(1, 2, 2, 24)",1457.2537883685081
"(1, 1, 0)","(2, 2, 1, 24)",1457.2581089390867
"(0, 2, 1)","(2, 2, 1, 24)",1457.6715792152602
"(2, 1, 0)","(2, 2, 2, 24)",1458.1330044679903
"(1, 2, 1)","(2, 2, 2, 24)",1458.1544466813925
"(1, 0, 1)","(2, 2, 0, 24)",1458.3946248910172
"(2, 2, 1)","(2, 2, 2, 24)",1458.9506128831981
"(2, 0, 1)","(2, 2, 0, 24)",1458.9549222886685
"(2, 0, 2)","(0, 2, 2, 24)",1459.1694062842932
"(1, 1, 0)","(2, 2, 2, 24)",1459.2516591503904
"(0, 2, 1)","(2, 2, 2, 24)",1459.3474482312508
"(2, 0, 1)","(0, 2, 2, 24)",1459.5323507369299
"(2, 0, 2)","(2, 2, 1, 24)",1460.206105168557
"(0, 1, 0)","(0, 2, 2, 24)",1460.3179614619867
"(1, 0, 1)","(1, 2, 2, 24)",1460.45794960096
"(1, 0, 1)","(2, 2, 1, 24)",1460.48546241635
"(2, 0, 2)","(1, 2, 2, 24)",1460.4879697422828
"(1, 0, 1)","(0, 2, 2, 24)",1460.6827085490177
"(1, 2, 2)","(2, 2, 0, 24)",1461.5679021159347
"(0, 1, 0)","(1, 2, 2, 24)",1462.2054698225152
"(0, 2, 2)","(2, 2, 0, 24)",1462.8244864280855
"(0, 1, 0)","(2, 2, 2, 24)",1463.8516010110195
"(1, 2, 0)","(0, 2, 1, 24)",1463.9237604953278
"(2, 0, 1)","(2, 2, 1, 24)",1464.0823853380548
"(1, 0, 2)","(2, 2, 1, 24)",1464.2721519358647
"(2, 2, 2)","(2, 2, 0, 24)",1464.2988776153989
"(0, 1, 1)","(2, 2, 0, 24)",1465.6906121538127
"(2, 1, 0)","(2, 2, 0, 24)",1465.8385947123945
"(0, 1, 2)","(2, 2, 0, 24)",1465.9630370520688
"(1, 1, 1)","(2, 2, 0, 24)",1466.1559012106454
"(1, 2, 1)","(2, 2, 0, 24)",1466.5889174260053
"(0, 2, 1)","(2, 2, 0, 24)",1466.6097316548444
"(2, 2, 1)","(2, 2, 0, 24)",1466.6772160773357
"(1, 1, 0)","(2, 2, 0, 24)",1467.5541877585238
"(1, 0, 1)","(1, 2, 1, 24)",1467.6751724254893
"(1, 1, 2)","(2, 2, 0, 24)",1467.8581570496544
"(2, 2, 0)","(0, 2, 2, 24)",1468.0994676832943
"(2, 0, 2)","(2, 2, 2, 24)",1468.1147952175727
"(1, 0, 0)","(2, 2, 1, 24)",1468.1564236557458
"(1, 0, 0)","(1, 2, 2, 24)",1468.2862477829187
"(2, 0, 2)","(1, 2, 1, 24)",1468.3199036037765
"(2, 1, 2)","(1, 2, 0, 24)",1468.4345060286128
"(1, 0, 0)","(2, 2, 2, 24)",1468.9471177995874
"(0, 0, 1)","(2, 2, 1, 24)",1469.596809808189
"(0, 0, 1)","(1, 2, 2, 24)",1469.7132036262974
"(1, 0, 1)","(2, 2, 2, 24)",1469.8798922270985
"(1, 0, 0)","(0, 2, 2, 24)",1469.9638544965399
"(2, 2, 0)","(2, 2, 1, 24)",1470.010511738932
"(2, 0, 0)","(1, 2, 2, 24)",1470.0535775292929
"(2, 2, 0)","(1, 2, 2, 24)",1470.0684117112344
"(0, 0, 1)","(2, 2, 2, 24)",1470.4984229089223
"(0, 0, 2)","(2, 2, 1, 24)",1470.639175767708
"(0, 0, 1)","(2, 2, 0, 24)",1470.684200112593
"(2, 0, 0)","(2, 2, 2, 24)",1470.7174104825476
"(0, 0, 2)","(1, 2, 2, 24)",1470.7635099975842
"(2, 0, 1)","(1, 2, 2, 24)",1470.9611161355922
