pdq,Spdq,aic
"(2, 0, 0)","(0, 1, 1, 60)",8.0
"(1, 2, 1)","(2, 1, 1, 60)",12.0
"(0, 0, 1)","(2, 1, 2, 60)",12.0
"(0, 2, 0)","(0, 2, 0, 60)",31.582031927508254
"(0, 1, 0)","(1, 2, 0, 60)",45.45384223933141
"(0, 1, 2)","(0, 2, 0, 60)",45.96449661512207
"(0, 1, 0)","(0, 2, 2, 60)",46.28396169785459
"(0, 1, 0)","(0, 2, 1, 60)",46.55286801457942
"(0, 1, 1)","(1, 2, 0, 60)",46.55665871533603
"(0, 1, 0)","(1, 2, 1, 60)",46.69269443375326
"(2, 1, 0)","(0, 2, 0, 60)",47.35041506133956
"(1, 1, 0)","(1, 2, 0, 60)",47.37146814975661
"(0, 1, 0)","(2, 2, 0, 60)",47.45065751635603
"(0, 1, 2)","(0, 2, 1, 60)",47.96445438087636
"(0, 1, 2)","(1, 2, 0, 60)",47.96445633237654
"(1, 1, 2)","(0, 2, 0, 60)",47.96448268247083
"(0, 1, 0)","(1, 2, 2, 60)",48.1662892524592
"(0, 1, 1)","(0, 2, 1, 60)",48.51120206001711
"(2, 1, 1)","(0, 2, 0, 60)",48.539634663750746
"(0, 1, 1)","(2, 2, 0, 60)",48.54991253185471
"(1, 1, 1)","(1, 2, 0, 60)",48.55347241794573
"(0, 1, 1)","(1, 2, 1, 60)",48.569806044964395
"(0, 1, 0)","(2, 2, 1, 60)",48.694196918916646
"(0, 1, 1)","(0, 2, 2, 60)",48.723047526589184
"(1, 1, 0)","(0, 2, 1, 60)",48.80777850136522
"(2, 1, 0)","(0, 2, 1, 60)",49.35039959917513
"(2, 1, 0)","(1, 2, 0, 60)",49.35039998720035
"(1, 1, 0)","(2, 2, 0, 60)",49.357828093850515
"(1, 1, 0)","(1, 2, 1, 60)",49.36498291779084
"(1, 1, 1)","(0, 2, 1, 60)",49.50212558232941
"(1, 1, 0)","(0, 2, 2, 60)",49.51730111811341
"(1, 1, 2)","(0, 2, 1, 60)",49.96444242777892
"(1, 1, 2)","(1, 2, 0, 60)",49.96444404931606
"(2, 1, 2)","(0, 2, 0, 60)",49.964444771580304
"(0, 1, 2)","(1, 2, 1, 60)",49.964454414844084
"(0, 1, 2)","(0, 2, 2, 60)",49.964475494880624
"(0, 1, 2)","(2, 2, 0, 60)",49.96447799836267
"(0, 1, 0)","(2, 2, 2, 60)",50.16696114988477
"(1, 1, 1)","(0, 2, 0, 60)",50.303200248875974
"(2, 1, 1)","(0, 2, 1, 60)",50.53961228024869
"(2, 1, 1)","(1, 2, 0, 60)",50.53961260668774
"(1, 1, 1)","(2, 2, 0, 60)",50.549412813922146
"(1, 1, 1)","(1, 2, 1, 60)",50.55183067983292
"(0, 1, 1)","(2, 2, 1, 60)",50.57034394886739
"(0, 1, 1)","(1, 2, 2, 60)",50.5707770054652
"(1, 1, 1)","(0, 2, 2, 60)",50.64200799429787
"(2, 1, 0)","(0, 2, 2, 60)",51.35040581710756
"(2, 1, 0)","(2, 2, 0, 60)",51.35040646135137
"(2, 1, 0)","(1, 2, 1, 60)",51.3504102566431
"(1, 1, 0)","(2, 2, 1, 60)",51.3579598903992
"(1, 1, 0)","(1, 2, 2, 60)",51.36157903671483
"(2, 1, 2)","(0, 2, 1, 60)",51.9644199113072
"(2, 1, 2)","(1, 2, 0, 60)",51.964419972395035
"(0, 1, 2)","(2, 2, 1, 60)",51.96444606487157
"(0, 1, 2)","(1, 2, 2, 60)",51.96444994032676
"(1, 1, 2)","(0, 2, 2, 60)",51.964461667773094
"(1, 1, 2)","(2, 2, 0, 60)",51.9644638139485
"(1, 1, 2)","(1, 2, 1, 60)",51.96449139222504
"(2, 1, 1)","(1, 2, 1, 60)",52.53961576274106
"(2, 1, 1)","(0, 2, 2, 60)",52.53961751784372
"(2, 1, 1)","(2, 2, 0, 60)",52.53961812038551
"(1, 1, 1)","(2, 2, 1, 60)",52.55083117142607
"(1, 1, 1)","(1, 2, 2, 60)",52.55105983552902
"(0, 1, 1)","(2, 2, 2, 60)",52.56948225969596
"(2, 1, 0)","(2, 2, 1, 60)",53.350424336591544
"(2, 1, 0)","(1, 2, 2, 60)",53.3504259911872
"(1, 1, 0)","(2, 2, 2, 60)",53.365037077940016
"(2, 1, 2)","(1, 2, 1, 60)",53.96440917266957
"(2, 1, 2)","(0, 2, 2, 60)",53.96442225089979
"(2, 1, 2)","(2, 2, 0, 60)",53.964422573118604
"(0, 1, 2)","(2, 2, 2, 60)",53.9644539824649
"(1, 1, 2)","(2, 2, 1, 60)",53.9645378431595
"(1, 1, 2)","(1, 2, 2, 60)",53.96454652240206
"(2, 1, 1)","(2, 2, 1, 60)",54.53962794347877
"(2, 1, 1)","(1, 2, 2, 60)",54.539628661107365
"(1, 1, 1)","(2, 2, 2, 60)",54.551120169912856
"(2, 1, 0)","(2, 2, 2, 60)",55.35044848802516
"(1, 1, 0)","(0, 2, 0, 60)",55.43611374193923
"(2, 1, 2)","(2, 2, 1, 60)",55.964416424268265
"(2, 1, 2)","(1, 2, 2, 60)",55.96441660459049
"(1, 1, 2)","(2, 2, 2, 60)",55.96461775753254
"(2, 1, 1)","(2, 2, 2, 60)",56.53964643887299
"(0, 1, 0)","(0, 2, 0, 60)",56.76518044954729
"(2, 1, 2)","(2, 2, 2, 60)",57.964427334487766
"(0, 1, 1)","(0, 2, 0, 60)",59.117832781358686
"(1, 0, 0)","(1, 2, 0, 60)",68.78310406671585
"(0, 0, 0)","(1, 2, 0, 60)",69.80175670117745
"(0, 0, 0)","(0, 2, 2, 60)",70.20220666961187
"(1, 0, 0)","(2, 2, 0, 60)",70.77231668028479
"(1, 0, 0)","(1, 2, 1, 60)",70.77250444912036
"(0, 0, 0)","(1, 2, 1, 60)",70.88047397660755
"(0, 0, 1)","(1, 2, 0, 60)",70.91008553052221
"(1, 0, 0)","(0, 2, 2, 60)",70.97339686488759
"(0, 0, 0)","(2, 2, 0, 60)",71.55488964782764
"(1, 0, 2)","(0, 2, 0, 60)",72.00906751424895
"(0, 0, 2)","(1, 2, 0, 60)",72.01093966507351
"(0, 0, 0)","(1, 2, 2, 60)",72.20219880515965
"(2, 0, 1)","(0, 2, 0, 60)",72.67834963315417
"(0, 0, 1)","(2, 2, 0, 60)",72.6894396642198
"(0, 0, 0)","(2, 2, 1, 60)",72.69664481239623
"(1, 0, 0)","(2, 2, 1, 60)",72.77227488722784
"(1, 0, 0)","(1, 2, 2, 60)",72.7723187394482
"(0, 0, 0)","(0, 2, 1, 60)",72.77333672094821
"(0, 0, 1)","(0, 2, 2, 60)",72.81197608820638
"(1, 0, 1)","(1, 2, 0, 60)",72.82288047651659
"(0, 0, 1)","(1, 2, 1, 60)",72.83748929974692
"(1, 0, 1)","(0, 2, 1, 60)",72.85545415377835
"(0, 0, 2)","(0, 2, 1, 60)",72.90828244642366
"(0, 0, 1)","(0, 2, 1, 60)",73.48452023473286
"(2, 0, 0)","(1, 2, 0, 60)",73.5423479907897
"(2, 0, 2)","(0, 2, 0, 60)",74.00887406556276
"(1, 0, 2)","(0, 2, 1, 60)",74.00890041937672
"(0, 0, 2)","(2, 2, 0, 60)",74.01087298562436
"(0, 0, 2)","(1, 2, 1, 60)",74.01091493798211
"(1, 0, 2)","(1, 2, 0, 60)",74.01099229619382
"(0, 0, 2)","(0, 2, 2, 60)",74.02108094878801
"(0, 0, 0)","(2, 2, 2, 60)",74.03201408641586
"(2, 0, 1)","(0, 2, 1, 60)",74.67819707227808
"(2, 0, 1)","(1, 2, 0, 60)",74.67995629623272
"(0, 0, 1)","(2, 2, 1, 60)",74.68943905617894
"(1, 0, 1)","(2, 2, 0, 60)",74.69621455902882
"(1, 0, 0)","(2, 2, 2, 60)",74.77238215594564
"(1, 0, 1)","(0, 2, 2, 60)",74.77607745975025
"(1, 0, 1)","(1, 2, 1, 60)",74.79019287244809
"(0, 0, 1)","(1, 2, 2, 60)",74.81038639060897
"(1, 0, 0)","(0, 2, 1, 60)",74.81784938561239
"(2, 0, 0)","(0, 2, 1, 60)",74.8438793870952
"(2, 0, 0)","(2, 2, 0, 60)",75.5423095972466
"(2, 0, 0)","(0, 2, 2, 60)",75.5545956948358
"(2, 0, 0)","(1, 2, 1, 60)",75.55791684864957
"(2, 0, 2)","(0, 2, 1, 60)",76.00877459500946
"(1, 0, 2)","(0, 2, 2, 60)",76.00895217947034
"(1, 0, 2)","(1, 2, 1, 60)",76.01086862219296
"(1, 0, 2)","(2, 2, 0, 60)",76.01092296856905
"(0, 0, 2)","(2, 2, 1, 60)",76.01093293974174
"(0, 0, 2)","(1, 2, 2, 60)",76.01099084522433
"(2, 0, 2)","(1, 2, 0, 60)",76.01114124596604
"(2, 0, 1)","(0, 2, 2, 60)",76.67817560917092
"(2, 0, 1)","(1, 2, 1, 60)",76.67988824425018
"(2, 0, 1)","(2, 2, 0, 60)",76.67992836818561
"(0, 0, 1)","(2, 2, 2, 60)",76.68944315240942
"(1, 0, 1)","(2, 2, 1, 60)",76.69593313120166
"(1, 0, 1)","(1, 2, 2, 60)",76.77579939699069
"(2, 0, 0)","(1, 2, 2, 60)",77.55790421025354
"(2, 0, 0)","(2, 2, 1, 60)",77.55820736337202
"(2, 0, 2)","(0, 2, 2, 60)",78.00911326601029
"(0, 0, 2)","(2, 2, 2, 60)",78.01087353402919
"(1, 0, 2)","(2, 2, 1, 60)",78.0109075567991
"(1, 0, 2)","(1, 2, 2, 60)",78.01094250780892
"(2, 0, 2)","(1, 2, 1, 60)",78.01097360535923
"(2, 0, 2)","(2, 2, 0, 60)",78.01103497327374
"(2, 0, 1)","(1, 2, 2, 60)",78.67980647861486
"(2, 0, 1)","(2, 2, 1, 60)",78.67987623765676
"(1, 0, 1)","(2, 2, 2, 60)",78.69883360453483
"(2, 0, 0)","(2, 2, 2, 60)",79.55790660695956
"(2, 0, 2)","(1, 2, 2, 60)",80.00899244520427
"(2, 0, 2)","(2, 2, 1, 60)",80.0108443034037
"(1, 0, 2)","(2, 2, 2, 60)",80.01088905904459
"(0, 0, 1)","(0, 2, 0, 60)",80.54322948790104
"(2, 0, 1)","(2, 2, 2, 60)",80.67989457218039
"(1, 0, 0)","(0, 2, 0, 60)",81.74495918568162
"(2, 0, 2)","(2, 2, 2, 60)",82.01084149942697
"(0, 0, 2)","(0, 2, 0, 60)",83.8532940097464
"(1, 0, 1)","(0, 2, 0, 60)",87.39428575094266
"(0, 0, 0)","(0, 2, 0, 60)",100.03620580224366
"(2, 0, 0)","(0, 2, 0, 60)",110.57228096351149
"(1, 2, 1)","(0, 1, 1, 60)",1244.2259732483255
"(1, 2, 0)","(2, 1, 0, 60)",1247.8160434639005
"(1, 2, 1)","(1, 1, 0, 60)",1252.0142020958453
"(0, 2, 2)","(0, 1, 1, 60)",1257.2964250997945
"(1, 2, 2)","(0, 1, 1, 60)",1267.6927182447682
"(0, 2, 1)","(2, 1, 0, 60)",1288.5811588232039
"(0, 1, 0)","(1, 1, 0, 60)",1292.0620447867102
"(0, 1, 0)","(2, 1, 0, 60)",1294.0385668555327
"(0, 1, 1)","(0, 1, 2, 60)",1295.6726550005194
"(1, 2, 2)","(1, 1, 0, 60)",1311.0464102706771
"(2, 2, 2)","(1, 1, 0, 60)",1312.1904684673825
"(2, 2, 1)","(1, 1, 0, 60)",1312.3867288956926
"(0, 2, 1)","(1, 1, 0, 60)",1312.3945608478261
"(0, 2, 2)","(1, 1, 0, 60)",1312.4223469065303
"(2, 2, 0)","(1, 1, 0, 60)",1312.8472357394471
"(1, 2, 2)","(2, 1, 0, 60)",1313.0456481162935
"(1, 2, 2)","(0, 1, 2, 60)",1313.5710059025744
"(1, 2, 1)","(1, 1, 1, 60)",1313.6823723559642
"(1, 2, 1)","(2, 1, 0, 60)",1313.6823770102199
"(2, 2, 2)","(2, 1, 0, 60)",1314.2102279604808
