pdq,Spdq,aic
"(1, 2, 0)","(2, 2, 0, 24)",8.0
"(0, 2, 1)","(2, 2, 0, 24)",8.0
"(2, 2, 0)","(2, 2, 0, 24)",10.0
"(1, 0, 0)","(2, 0, 1, 24)",10.0
"(2, 2, 1)","(2, 2, 0, 24)",12.0
"(2, 2, 1)","(0, 2, 1, 24)",1439.3503093047834
"(2, 2, 1)","(0, 2, 2, 24)",1440.9967457604816
"(2, 2, 2)","(0, 2, 1, 24)",1441.0808986403067
"(2, 2, 2)","(1, 2, 1, 24)",1442.866575560146
"(2, 2, 1)","(2, 2, 1, 24)",1443.0055007728877
"(2, 2, 2)","(0, 2, 2, 24)",1443.005740340788
"(0, 2, 2)","(0, 2, 1, 24)",1443.1113750179136
"(1, 2, 2)","(0, 2, 1, 24)",1444.523714992565
"(0, 2, 2)","(0, 2, 2, 24)",1444.900486339731
"(0, 2, 2)","(1, 2, 1, 24)",1445.3334437292565
"(2, 2, 2)","(2, 2, 1, 24)",1446.05048612964
"(0, 2, 2)","(2, 2, 1, 24)",1446.8677449903626
"(0, 2, 2)","(1, 2, 2, 24)",1447.1035934803756
"(1, 2, 1)","(0, 2, 1, 24)",1447.117486328162
"(1, 2, 1)","(1, 2, 1, 24)",1448.04419855898
"(1, 1, 2)","(0, 2, 1, 24)",1448.2583762545903
"(2, 1, 2)","(0, 2, 1, 24)",1448.783521074951
"(1, 2, 1)","(1, 2, 2, 24)",1449.9883596126892
"(0, 1, 1)","(0, 2, 1, 24)",1450.106194333371
"(1, 1, 2)","(0, 2, 2, 24)",1450.1677359417247
"(1, 1, 2)","(1, 2, 1, 24)",1450.472765653905
"(2, 1, 2)","(0, 2, 2, 24)",1450.7658128044236
"(2, 1, 2)","(1, 2, 1, 24)",1450.7660180810306
"(1, 2, 1)","(0, 2, 2, 24)",1450.7726226405448
"(2, 1, 1)","(1, 2, 1, 24)",1451.4483667199268
"(0, 1, 1)","(1, 2, 1, 24)",1452.0757681680213
"(0, 1, 2)","(0, 2, 1, 24)",1452.0995928200866
"(1, 1, 1)","(0, 2, 1, 24)",1452.1019557794486
"(1, 2, 1)","(2, 2, 1, 24)",1452.3899780909203
"(2, 2, 2)","(1, 2, 2, 24)",1452.5528387312347
"(0, 2, 1)","(0, 2, 2, 24)",1453.342267981127
"(0, 2, 1)","(1, 2, 1, 24)",1453.887986030697
"(2, 1, 1)","(2, 2, 1, 24)",1453.9052276110867
"(1, 2, 2)","(1, 2, 0, 24)",1453.934691600043
"(2, 2, 0)","(0, 2, 1, 24)",1454.282635359991
"(0, 2, 1)","(2, 2, 1, 24)",1454.3122971316982
"(2, 1, 1)","(2, 2, 0, 24)",1454.4685522984053
"(2, 2, 2)","(2, 2, 2, 24)",1454.504480286922
"(0, 2, 1)","(0, 2, 1, 24)",1454.6592954394964
"(0, 2, 1)","(1, 2, 2, 24)",1455.0562794002926
"(2, 2, 1)","(1, 2, 2, 24)",1455.087114636501
"(1, 2, 1)","(2, 2, 2, 24)",1455.1355735485527
"(2, 2, 0)","(0, 2, 2, 24)",1455.3913382681765
"(2, 2, 2)","(1, 2, 0, 24)",1455.4057299426597
"(0, 1, 1)","(2, 2, 0, 24)",1455.5232641529328
"(1, 1, 0)","(0, 2, 1, 24)",1456.9258039721835
"(2, 1, 2)","(2, 2, 0, 24)",1457.077004514233
"(2, 1, 2)","(1, 2, 2, 24)",1457.1350242536887
"(2, 2, 0)","(1, 2, 2, 24)",1457.252410536635
"(2, 1, 2)","(2, 2, 1, 24)",1457.29174979038
"(1, 1, 2)","(1, 2, 2, 24)",1457.3161282116962
