pdq,Spdq,aic
"(0, 0, 0)","(1, 0, 1, 12)",6.0
"(2, 0, 2)","(2, 0, 2, 12)",18.0
"(1, 0, 0)","(2, 0, 0, 12)",72.22194746836436
"(0, 2, 2)","(0, 2, 2, 12)",1856.9594722039822
"(1, 2, 2)","(0, 2, 2, 12)",1859.2357386409014
"(0, 2, 2)","(2, 2, 1, 12)",1861.3857181141332
"(2, 2, 2)","(0, 2, 2, 12)",1861.7966114999629
"(1, 2, 2)","(2, 2, 1, 12)",1863.0151244787794
"(2, 2, 1)","(2, 2, 1, 12)",1863.4132902145018
"(2, 2, 1)","(2, 2, 2, 12)",1863.7308602529438
"(2, 2, 1)","(1, 2, 2, 12)",1864.0193756568085
"(2, 2, 2)","(2, 2, 1, 12)",1864.542850534397
"(0, 2, 2)","(1, 2, 1, 12)",1866.3049527876758
"(0, 2, 2)","(2, 2, 2, 12)",1867.4473351046508
"(1, 2, 2)","(1, 2, 1, 12)",1868.0410759529661
"(2, 2, 1)","(1, 2, 1, 12)",1869.2625626717213
"(1, 2, 1)","(0, 2, 2, 12)",1869.3706107572477
"(2, 2, 2)","(1, 2, 2, 12)",1870.0319907307637
"(1, 2, 1)","(1, 2, 2, 12)",1871.9222836423912
"(1, 2, 1)","(2, 2, 2, 12)",1872.442441293632
"(1, 2, 1)","(2, 2, 1, 12)",1872.9025558863952
"(2, 2, 2)","(1, 2, 1, 12)",1874.5838594740453
"(1, 2, 2)","(2, 2, 2, 12)",1874.87045590435
"(0, 2, 2)","(0, 2, 1, 12)",1876.7112487191632
"(1, 2, 1)","(1, 2, 1, 12)",1877.1735220551516
"(2, 2, 1)","(0, 2, 2, 12)",1877.7427068256086
"(1, 2, 2)","(0, 2, 1, 12)",1878.4474691319494
"(2, 2, 1)","(0, 2, 1, 12)",1878.7560461842768
"(0, 1, 1)","(0, 2, 1, 12)",1879.2394313850084
"(2, 1, 2)","(0, 2, 2, 12)",1879.2697796037485
"(1, 1, 2)","(0, 2, 1, 12)",1879.7175053510346
"(0, 1, 2)","(0, 2, 1, 12)",1879.7430055406742
"(0, 1, 1)","(0, 2, 2, 12)",1880.0613167899785
"(2, 1, 0)","(0, 2, 1, 12)",1880.1101784743246
"(1, 1, 1)","(0, 2, 1, 12)",1880.1877199238268
"(2, 1, 1)","(0, 2, 1, 12)",1880.2056063213956
"(0, 1, 1)","(1, 2, 1, 12)",1880.2809626245971
"(2, 1, 1)","(0, 2, 2, 12)",1880.3711904188972
"(0, 2, 2)","(1, 2, 2, 12)",1880.4391456855244
"(0, 1, 2)","(1, 2, 1, 12)",1880.479966773321
"(1, 1, 2)","(1, 2, 1, 12)",1880.6846230695726
"(1, 1, 1)","(0, 2, 2, 12)",1880.7963047170904
"(1, 1, 1)","(2, 2, 1, 12)",1880.990055623185
"(1, 1, 1)","(1, 2, 1, 12)",1881.0557447077279
"(1, 1, 2)","(1, 2, 2, 12)",1881.1266991779657
"(2, 1, 0)","(0, 2, 2, 12)",1881.2383120073246
"(1, 2, 2)","(1, 2, 2, 12)",1881.254044662467
"(2, 1, 0)","(1, 2, 1, 12)",1881.4771435855234
"(2, 1, 0)","(1, 2, 2, 12)",1881.5138846378256
"(0, 1, 1)","(1, 2, 2, 12)",1883.229531702259
"(0, 1, 2)","(1, 2, 2, 12)",1883.7250503992786
"(1, 1, 2)","(0, 2, 2, 12)",1884.0589843874936
"(2, 1, 2)","(0, 2, 1, 12)",1884.1365867382867
"(2, 2, 2)","(0, 2, 1, 12)",1884.4050980621414
"(2, 1, 0)","(2, 2, 2, 12)",1884.4506007947668
"(2, 1, 2)","(1, 2, 1, 12)",1885.0848095075469
"(1, 1, 2)","(2, 2, 1, 12)",1885.3714569605977
"(1, 2, 1)","(0, 2, 1, 12)",1886.342551355878
"(0, 2, 1)","(0, 2, 2, 12)",1887.6087100430816
"(0, 2, 1)","(1, 2, 2, 12)",1889.4516248091593
"(1, 1, 0)","(2, 2, 1, 12)",1890.5814494053268
"(1, 1, 0)","(2, 2, 2, 12)",1891.018360879734
"(1, 1, 0)","(0, 2, 1, 12)",1891.2637748603452
"(0, 2, 1)","(2, 2, 1, 12)",1891.374661196517
"(2, 1, 2)","(1, 2, 2, 12)",1892.4564008155114
"(2, 2, 0)","(2, 2, 2, 12)",1892.544661131091
"(1, 1, 0)","(0, 2, 2, 12)",1892.6088605381717
"(1, 1, 0)","(1, 2, 1, 12)",1892.8675290644474
"(2, 2, 0)","(2, 2, 1, 12)",1893.1329601900331
"(2, 2, 0)","(0, 2, 2, 12)",1893.295821397518
"(0, 2, 1)","(1, 2, 1, 12)",1894.9412474548844
"(1, 1, 0)","(1, 2, 2, 12)",1895.2651856708699
"(2, 2, 1)","(2, 2, 0, 12)",1896.7523102660386
"(2, 2, 0)","(1, 2, 2, 12)",1898.018872680864
"(0, 2, 1)","(2, 2, 2, 12)",1898.2546223075617
"(2, 2, 0)","(1, 2, 1, 12)",1900.9956017670152
"(1, 1, 2)","(2, 2, 0, 12)",1902.1521064286862
"(0, 2, 1)","(0, 2, 1, 12)",1902.5102160469394
"(2, 2, 2)","(2, 2, 2, 12)",1903.142018572839
"(0, 1, 0)","(0, 2, 2, 12)",1903.3130213124668
"(2, 1, 2)","(2, 2, 1, 12)",1904.0451428214396
"(2, 1, 1)","(1, 2, 1, 12)",1904.0668110971476
"(2, 1, 0)","(2, 2, 1, 12)",1904.350074533862
"(2, 1, 1)","(2, 2, 1, 12)",1905.077898967859
"(2, 1, 1)","(1, 2, 2, 12)",1905.2036605377853
"(0, 1, 1)","(2, 2, 1, 12)",1905.490771720105
"(0, 1, 0)","(2, 2, 2, 12)",1906.2367841939613
"(1, 1, 1)","(1, 2, 2, 12)",1906.6856885131433
"(2, 1, 1)","(2, 2, 2, 12)",1906.7939095893887
"(2, 2, 0)","(0, 2, 1, 12)",1906.8332934290843
"(0, 1, 1)","(2, 2, 2, 12)",1907.011892527322
"(0, 1, 0)","(2, 2, 1, 12)",1907.1632711919206
"(0, 1, 0)","(1, 2, 1, 12)",1907.320260261482
"(2, 1, 2)","(2, 2, 2, 12)",1907.4149291454964
"(0, 1, 2)","(0, 2, 2, 12)",1907.9217843108736
"(1, 1, 1)","(2, 2, 2, 12)",1908.2660615600726
"(0, 1, 2)","(2, 2, 1, 12)",1909.4537978260294
"(1, 1, 2)","(2, 2, 2, 12)",1909.7083939741744
"(1, 0, 1)","(0, 2, 2, 12)",1910.1780334864106
"(1, 0, 1)","(1, 2, 1, 12)",1910.4204786312068
"(1, 0, 1)","(0, 2, 1, 12)",1910.9643930096581
"(0, 1, 2)","(2, 2, 2, 12)",1911.1567063683733
"(2, 0, 2)","(0, 2, 1, 12)",1911.759958642467
"(2, 1, 0)","(2, 2, 0, 12)",1911.8398341655247
"(2, 0, 1)","(1, 2, 1, 12)",1912.0990560775663
"(1, 0, 2)","(1, 2, 1, 12)",1912.1438144376687
"(0, 1, 0)","(0, 2, 1, 12)",1912.1513026868022
"(2, 1, 1)","(2, 2, 0, 12)",1912.1989197641167
"(1, 0, 2)","(0, 2, 2, 12)",1912.2225857731207
"(2, 1, 2)","(2, 2, 0, 12)",1912.503820771545
"(2, 0, 1)","(0, 2, 1, 12)",1912.6528854989033
"(1, 0, 2)","(0, 2, 1, 12)",1912.8363043186373
"(0, 1, 1)","(2, 2, 0, 12)",1913.5529480212128
"(2, 2, 2)","(2, 2, 0, 12)",1913.7167875525608
"(1, 1, 1)","(2, 2, 0, 12)",1914.2928353663779
"(2, 0, 2)","(1, 2, 1, 12)",1914.7204187653829
"(2, 0, 0)","(0, 2, 1, 12)",1915.6264482523793
"(2, 0, 0)","(2, 2, 1, 12)",1916.0124630827797
"(0, 1, 2)","(2, 2, 0, 12)",1916.0927039398623
"(2, 0, 0)","(0, 2, 2, 12)",1916.5335114449929
"(2, 0, 0)","(1, 2, 1, 12)",1916.5786622962726
"(0, 1, 0)","(1, 2, 2, 12)",1919.8215463173385
"(2, 0, 2)","(0, 2, 2, 12)",1920.789595027142
"(2, 1, 2)","(1, 2, 0, 12)",1921.0108115542635
"(0, 2, 1)","(2, 2, 0, 12)",1922.122721827298
"(2, 0, 1)","(0, 2, 2, 12)",1922.826331393175
"(1, 0, 1)","(1, 2, 2, 12)",1923.142658500511
"(1, 0, 1)","(2, 2, 1, 12)",1923.143796866076
"(1, 2, 0)","(1, 2, 2, 12)",1924.6691934220567
"(2, 0, 1)","(1, 2, 2, 12)",1924.8233169026653
"(2, 0, 1)","(2, 2, 1, 12)",1924.8273543678806
"(1, 0, 1)","(2, 2, 2, 12)",1925.046420349197
"(1, 2, 0)","(0, 2, 2, 12)",1925.3303056771924
"(1, 2, 2)","(2, 2, 0, 12)",1925.9734298317037
"(2, 0, 2)","(1, 2, 2, 12)",1926.6128348881402
"(2, 0, 2)","(2, 2, 1, 12)",1926.6131298896128
"(2, 0, 1)","(2, 2, 2, 12)",1926.6427162518046
"(0, 1, 1)","(1, 2, 0, 12)",1926.7846541940874
"(1, 0, 0)","(1, 2, 2, 12)",1927.144318239956
"(1, 0, 2)","(1, 2, 2, 12)",1927.21449021305
"(1, 0, 2)","(2, 2, 1, 12)",1927.2206559946724
"(1, 1, 2)","(1, 2, 0, 12)",1927.2276371636838
"(2, 1, 1)","(1, 2, 0, 12)",1927.2889926943244
"(1, 0, 0)","(2, 2, 2, 12)",1927.5168112039262
"(2, 2, 0)","(2, 2, 0, 12)",1927.8167700365054
"(1, 1, 1)","(1, 2, 0, 12)",1928.1988109799609
"(1, 1, 0)","(2, 2, 0, 12)",1928.267872942315
"(2, 0, 2)","(2, 2, 2, 12)",1928.6081758723776
"(1, 0, 2)","(2, 2, 2, 12)",1929.1422858157032
