pdq,Spdq,aic
"(0, 2, 0)","(0, 2, 0, 60)",24.17766642779151
"(1, 1, 1)","(0, 2, 0, 60)",37.66327992498307
"(0, 1, 0)","(0, 2, 0, 60)",40.66561435339817
"(0, 1, 2)","(0, 2, 0, 60)",40.7217409052551
"(0, 1, 1)","(0, 2, 0, 60)",41.34080417127856
"(1, 1, 0)","(0, 2, 0, 60)",41.36255422721823
"(0, 1, 1)","(1, 2, 0, 60)",41.51003466642163
"(0, 1, 1)","(0, 2, 1, 60)",41.59368376529607
"(0, 1, 0)","(1, 2, 0, 60)",42.028466846160605
"(2, 1, 0)","(0, 2, 0, 60)",42.10628558256957
"(1, 1, 0)","(1, 2, 0, 60)",42.12462431501622
"(1, 1, 0)","(0, 2, 1, 60)",42.13689761508192
"(0, 1, 0)","(0, 2, 1, 60)",42.15845081078143
"(0, 1, 2)","(0, 2, 1, 60)",42.721691278497275
"(0, 1, 2)","(1, 2, 0, 60)",42.721691673428325
"(1, 1, 2)","(0, 2, 0, 60)",42.72170450699879
"(2, 1, 1)","(0, 2, 0, 60)",43.29609644468218
"(1, 1, 1)","(0, 2, 1, 60)",43.29885960500895
"(1, 1, 1)","(1, 2, 0, 60)",43.298972138748404
"(0, 1, 1)","(2, 2, 0, 60)",43.46881188533786
"(0, 1, 0)","(2, 2, 0, 60)",43.47562656468931
"(0, 1, 1)","(1, 2, 1, 60)",43.48872071949083
"(0, 1, 1)","(0, 2, 2, 60)",43.51872400922284
"(0, 1, 0)","(0, 2, 2, 60)",43.91322198452488
"(0, 1, 0)","(1, 2, 1, 60)",43.9281291077923
"(2, 1, 0)","(0, 2, 1, 60)",44.10627364389477
"(2, 1, 0)","(1, 2, 0, 60)",44.10627369194762
"(1, 1, 0)","(2, 2, 0, 60)",44.123348583949976
"(1, 1, 0)","(0, 2, 2, 60)",44.12342970389339
"(1, 1, 0)","(1, 2, 1, 60)",44.12377814703601
"(2, 1, 2)","(0, 2, 0, 60)",44.72165102548307
"(1, 1, 2)","(0, 2, 1, 60)",44.72165469392661
"(1, 1, 2)","(1, 2, 0, 60)",44.721655514256256
"(0, 1, 2)","(0, 2, 2, 60)",44.721723389484076
"(0, 1, 2)","(2, 2, 0, 60)",44.72172368975382
"(0, 1, 2)","(1, 2, 1, 60)",44.72174927942653
"(0, 1, 0)","(2, 2, 1, 60)",45.27269661147719
"(2, 1, 1)","(0, 2, 1, 60)",45.296073117949724
"(2, 1, 1)","(1, 2, 0, 60)",45.296074018052664
"(1, 1, 1)","(1, 2, 1, 60)",45.29899147183443
"(1, 1, 1)","(2, 2, 0, 60)",45.299006925294236
"(1, 1, 1)","(0, 2, 2, 60)",45.29908761905486
"(0, 1, 1)","(2, 2, 1, 60)",45.468808858753924
"(0, 1, 1)","(1, 2, 2, 60)",45.4750425356886
"(0, 1, 0)","(1, 2, 2, 60)",45.7491891070423
