pdq,Spdq,aic
"(2, 0, 0)","(2, 0, 2, 12)",14.0
"(1, 2, 1)","(2, 0, 2, 12)",14.0
"(1, 1, 2)","(2, 0, 2, 12)",16.0
"(2, 2, 2)","(1, 2, 2, 12)",16.0
"(0, 2, 2)","(2, 2, 1, 12)",1840.4251768698416
"(2, 2, 2)","(2, 2, 1, 12)",1843.938357440295
"(1, 2, 2)","(0, 2, 2, 12)",1844.0887158777223
"(2, 2, 1)","(0, 2, 2, 12)",1845.9489086087763
"(0, 2, 2)","(0, 2, 2, 12)",1846.5048857966588
"(2, 2, 1)","(2, 2, 1, 12)",1848.3166418416874
"(1, 2, 2)","(1, 2, 1, 12)",1854.1903608911778
"(1, 2, 1)","(0, 2, 2, 12)",1854.6952933449818
"(0, 2, 2)","(1, 2, 1, 12)",1855.6018513722422
"(2, 2, 1)","(1, 2, 1, 12)",1856.2193291413505
"(1, 2, 1)","(2, 2, 1, 12)",1856.9515413713907
"(2, 2, 2)","(0, 2, 2, 12)",1857.0442646606712
"(1, 2, 2)","(2, 2, 1, 12)",1857.537498587505
"(0, 2, 2)","(2, 2, 2, 12)",1859.4148879894599
"(2, 2, 1)","(2, 2, 2, 12)",1860.4781440768672
"(0, 2, 2)","(0, 2, 1, 12)",1860.8145504001711
"(1, 2, 2)","(0, 2, 1, 12)",1862.197556559121
"(2, 2, 2)","(0, 2, 1, 12)",1862.7307246782252
"(2, 2, 1)","(0, 2, 1, 12)",1862.8855478986134
"(1, 2, 1)","(1, 2, 1, 12)",1863.3801522254882
"(1, 2, 1)","(2, 2, 2, 12)",1867.1432468817368
"(2, 2, 2)","(1, 2, 1, 12)",1867.1889182779998
"(0, 2, 1)","(0, 2, 2, 12)",1869.5968487250245
"(0, 2, 2)","(2, 2, 0, 12)",1870.573124900275
"(2, 2, 2)","(2, 2, 2, 12)",1871.2580108386474
"(1, 2, 1)","(0, 2, 1, 12)",1871.585877637456
"(0, 2, 1)","(2, 2, 2, 12)",1872.3165559292365
"(0, 2, 1)","(2, 2, 1, 12)",1872.3256056158361
"(1, 2, 2)","(2, 2, 0, 12)",1874.7017315807966
"(2, 2, 1)","(2, 2, 0, 12)",1875.7826880294233
"(0, 2, 1)","(1, 2, 2, 12)",1877.9511632206447
"(1, 2, 2)","(2, 2, 2, 12)",1878.2538614347416
"(0, 2, 1)","(1, 2, 1, 12)",1878.412011727386
"(2, 2, 2)","(2, 2, 0, 12)",1879.060950268138
"(2, 1, 1)","(2, 2, 1, 12)",1883.188652867484
