pdq,Spdq,aic
"(0, 0, 0)","(2, 1, 0, 12)",6.0
"(2, 1, 0)","(2, 1, 1, 12)",12.0
"(2, 0, 1)","(2, 2, 0, 12)",12.0
"(0, 1, 1)","(2, 2, 2, 12)",12.0
"(2, 2, 2)","(0, 2, 2, 12)",14.0
"(0, 2, 0)","(2, 2, 1, 12)",2015.4748314250874
"(0, 2, 0)","(1, 2, 1, 12)",2017.024861067477
"(1, 2, 1)","(0, 2, 2, 12)",2018.5138987651649
"(1, 2, 0)","(1, 2, 1, 12)",2018.61713779826
"(0, 2, 0)","(2, 2, 2, 12)",2019.2686169498822
"(0, 2, 0)","(0, 2, 2, 12)",2020.4639696130073
"(1, 2, 2)","(2, 2, 1, 12)",2021.0417110800868
"(1, 2, 2)","(0, 2, 2, 12)",2024.20561109853
"(1, 2, 1)","(1, 2, 2, 12)",2031.2183376079172
"(2, 1, 1)","(0, 2, 2, 12)",2041.3115115036708
"(1, 1, 1)","(1, 2, 2, 12)",2044.3374399307577
"(0, 2, 0)","(1, 2, 2, 12)",2045.41875654669
"(2, 1, 2)","(0, 2, 2, 12)",2045.617410625784
"(1, 1, 0)","(0, 2, 2, 12)",2045.8972198479255
"(1, 2, 1)","(0, 2, 1, 12)",2046.1013715851402
"(1, 1, 1)","(0, 2, 2, 12)",2046.991526007682
"(2, 2, 1)","(0, 2, 1, 12)",2048.18799240639
"(2, 1, 0)","(2, 2, 1, 12)",2048.5319228225976
"(2, 2, 2)","(1, 2, 2, 12)",2048.558716636701
"(0, 2, 0)","(0, 2, 1, 12)",2048.5758731761553
"(1, 2, 2)","(0, 2, 1, 12)",2048.676244085499
"(2, 1, 1)","(1, 2, 2, 12)",2049.3643810570875
"(0, 2, 1)","(0, 2, 1, 12)",2049.5033095425697
"(1, 2, 0)","(0, 2, 1, 12)",2049.529001474235
"(2, 2, 2)","(0, 2, 1, 12)",2050.9883869331125
"(2, 1, 0)","(1, 2, 1, 12)",2053.6429815302768
"(1, 1, 1)","(1, 2, 1, 12)",2053.6881430578715
"(2, 1, 1)","(1, 2, 1, 12)",2054.4459559351444
"(2, 0, 0)","(1, 2, 2, 12)",2057.1387126511263
"(1, 1, 0)","(0, 2, 1, 12)",2060.6979540172765
"(2, 0, 0)","(0, 2, 2, 12)",2060.9168225853073
"(1, 1, 0)","(1, 2, 1, 12)",2062.151498578476
"(2, 1, 0)","(0, 2, 1, 12)",2062.691817849321
"(1, 1, 1)","(0, 2, 1, 12)",2062.6946814281646
"(2, 0, 1)","(1, 2, 1, 12)",2064.443239103583
"(2, 1, 1)","(0, 2, 1, 12)",2064.699906331576
"(2, 2, 1)","(1, 2, 2, 12)",2068.684864309977
"(2, 0, 0)","(0, 2, 1, 12)",2071.476681302923
"(2, 0, 1)","(0, 2, 1, 12)",2071.487024590071
"(2, 0, 2)","(0, 2, 1, 12)",2076.4326414666803
"(0, 2, 1)","(1, 2, 1, 12)",2076.654625177027
"(1, 2, 1)","(2, 2, 0, 12)",2076.845869081162
"(0, 2, 1)","(1, 2, 2, 12)",2077.2599067449596
"(0, 2, 1)","(0, 2, 2, 12)",2077.307454986753
"(0, 2, 1)","(2, 2, 1, 12)",2077.3654145255455
"(1, 2, 2)","(1, 2, 1, 12)",2077.367568147088
"(1, 2, 2)","(1, 2, 2, 12)",2077.817348993142
"(1, 2, 0)","(1, 2, 2, 12)",2078.1519267278227
"(1, 2, 0)","(0, 2, 2, 12)",2078.152895288248
"(1, 2, 0)","(2, 2, 1, 12)",2078.259032534849
"(0, 2, 2)","(1, 2, 1, 12)",2078.264183723629
"(2, 2, 1)","(1, 2, 1, 12)",2078.3642558274764
"(1, 2, 1)","(2, 2, 1, 12)",2078.5927228766172
"(1, 2, 1)","(1, 2, 1, 12)",2078.5973543017903
"(2, 2, 2)","(1, 2, 1, 12)",2078.7648559033996
"(2, 2, 1)","(2, 2, 1, 12)",2078.9209697191764
"(2, 2, 0)","(1, 2, 1, 12)",2078.9386938225016
"(0, 2, 2)","(1, 2, 2, 12)",2079.0097270950105
"(0, 2, 2)","(2, 2, 1, 12)",2079.110853835029
"(0, 2, 2)","(0, 2, 2, 12)",2079.2235670812897
"(0, 2, 1)","(2, 2, 2, 12)",2079.2412288186406
"(2, 2, 1)","(0, 2, 2, 12)",2079.636119193561
"(2, 2, 0)","(1, 2, 2, 12)",2079.6548699132677
"(2, 2, 0)","(2, 2, 1, 12)",2079.761075644784
"(1, 2, 2)","(2, 2, 2, 12)",2079.8068053645525
"(2, 2, 0)","(0, 2, 2, 12)",2079.845699071285
"(2, 2, 2)","(2, 2, 1, 12)",2079.8982018597094
"(1, 2, 0)","(2, 2, 2, 12)",2080.129682594739
"(1, 2, 1)","(2, 2, 2, 12)",2080.492914595228
"(2, 2, 1)","(2, 2, 2, 12)",2080.740675790928
"(0, 2, 2)","(2, 2, 2, 12)",2080.9638256871735
"(2, 2, 0)","(2, 2, 2, 12)",2081.6155796994994
"(2, 2, 2)","(2, 2, 2, 12)",2081.7023682095137
"(2, 2, 1)","(2, 2, 0, 12)",2087.045728578992
"(0, 2, 2)","(0, 2, 1, 12)",2087.0509213557084
"(2, 2, 0)","(0, 2, 1, 12)",2087.694130326441
"(0, 1, 0)","(2, 2, 1, 12)",2094.8308739594404
"(1, 1, 0)","(1, 2, 2, 12)",2095.425527293002
"(1, 1, 0)","(2, 2, 1, 12)",2095.56559446039
"(2, 1, 0)","(0, 2, 2, 12)",2096.3071253365374
"(0, 2, 1)","(2, 2, 0, 12)",2096.808230121874
"(1, 2, 2)","(2, 2, 0, 12)",2096.900509656727
"(1, 1, 2)","(0, 2, 2, 12)",2097.1229500703434
"(2, 1, 2)","(1, 2, 1, 12)",2097.364447384347
"(2, 1, 2)","(1, 2, 2, 12)",2097.389255093779
"(2, 1, 2)","(2, 2, 1, 12)",2097.4604164564867
"(1, 2, 0)","(2, 2, 0, 12)",2097.574704502361
"(2, 1, 0)","(1, 2, 2, 12)",2097.882555179305
"(0, 1, 0)","(2, 2, 2, 12)",2097.973803017134
"(1, 1, 1)","(2, 2, 1, 12)",2098.1261403344365
"(2, 2, 2)","(2, 2, 0, 12)",2098.137659327345
"(2, 1, 1)","(2, 2, 1, 12)",2098.239385321583
"(1, 1, 2)","(1, 2, 2, 12)",2098.6934403893074
"(0, 2, 2)","(2, 2, 0, 12)",2098.7329586608034
"(1, 1, 2)","(2, 2, 1, 12)",2098.9137756879686
"(1, 1, 2)","(1, 2, 1, 12)",2098.9465221500573
"(2, 2, 0)","(2, 2, 0, 12)",2099.300469208519
"(2, 1, 2)","(0, 2, 1, 12)",2100.1055872532775
"(1, 1, 2)","(0, 2, 1, 12)",2101.2118121706553
"(1, 0, 2)","(0, 2, 1, 12)",2102.789824237141
"(1, 1, 1)","(2, 2, 2, 12)",2102.90695666932
"(1, 1, 2)","(2, 2, 2, 12)",2106.125762968978
"(2, 0, 2)","(0, 2, 2, 12)",2106.7199675163424
"(2, 0, 1)","(0, 2, 2, 12)",2106.874427620742
"(2, 0, 2)","(1, 2, 2, 12)",2107.42296222847
"(2, 0, 0)","(2, 2, 1, 12)",2107.5209785138527
"(2, 0, 0)","(1, 2, 1, 12)",2107.554191845785
"(2, 0, 1)","(1, 2, 2, 12)",2107.628719413492
"(2, 0, 1)","(2, 2, 1, 12)",2107.6574616806456
"(2, 0, 2)","(1, 2, 1, 12)",2107.8351050343367
"(2, 1, 2)","(2, 2, 0, 12)",2108.4023001019746
"(2, 0, 2)","(2, 2, 1, 12)",2108.9403800651653
"(2, 0, 2)","(2, 2, 2, 12)",2108.992725912922
"(2, 0, 0)","(2, 2, 2, 12)",2109.1253429126955
"(2, 0, 1)","(2, 2, 2, 12)",2109.2029051870118
"(1, 1, 0)","(2, 2, 0, 12)",2109.4009276322745
"(2, 1, 0)","(2, 2, 0, 12)",2111.4820613826473
"(1, 1, 1)","(2, 2, 0, 12)",2111.5849799309667
"(2, 1, 1)","(2, 2, 0, 12)",2112.593221800916
"(1, 1, 2)","(2, 2, 0, 12)",2112.749677384527
"(0, 1, 1)","(1, 2, 2, 12)",2112.887808916351
"(2, 2, 1)","(1, 2, 0, 12)",2113.890132838021
"(1, 2, 1)","(1, 2, 0, 12)",2116.3652420053772
"(1, 2, 2)","(1, 2, 0, 12)",2117.946259202339
"(2, 0, 2)","(2, 2, 0, 12)",2119.3153033987373
"(0, 2, 1)","(1, 2, 0, 12)",2119.5294851445974
