pdq,Spdq,aic
"(2, 1, 2)","(0, 1, 1, 24)",12.0
"(2, 0, 1)","(1, 0, 2, 24)",62.2026361667847
"(1, 0, 0)","(1, 0, 1, 24)",196.93974361693284
"(1, 2, 1)","(0, 2, 1, 24)",1448.7626104811375
"(2, 1, 1)","(1, 2, 1, 24)",1448.7751974674218
"(1, 1, 0)","(1, 2, 1, 24)",1449.5771621880763
"(1, 2, 1)","(1, 2, 1, 24)",1449.7328764314605
"(2, 2, 2)","(0, 2, 1, 24)",1449.7526522240457
"(0, 2, 2)","(0, 2, 2, 24)",1449.9772291101133
"(2, 2, 1)","(0, 2, 1, 24)",1450.4049924619724
"(1, 2, 2)","(0, 2, 1, 24)",1450.6057283946395
"(0, 2, 1)","(0, 2, 1, 24)",1451.1093403828722
"(2, 2, 2)","(0, 2, 2, 24)",1451.2095240854708
"(2, 2, 2)","(1, 2, 1, 24)",1451.2198364670144
"(1, 1, 1)","(0, 2, 1, 24)",1451.5324140113746
"(2, 2, 1)","(0, 2, 2, 24)",1451.5823600416609
"(0, 2, 2)","(2, 2, 1, 24)",1451.728336561576
"(2, 1, 2)","(0, 2, 2, 24)",1451.849098901258
"(2, 1, 2)","(0, 2, 1, 24)",1451.9416458146193
"(2, 1, 2)","(1, 2, 1, 24)",1452.020864376537
"(1, 1, 2)","(0, 2, 1, 24)",1452.0589087962312
"(1, 1, 2)","(0, 2, 2, 24)",1452.2093495607428
"(1, 1, 2)","(1, 2, 1, 24)",1452.3433224150058
"(0, 1, 2)","(0, 2, 1, 24)",1452.3521019176715
"(0, 1, 1)","(0, 2, 1, 24)",1452.4808152176765
"(0, 1, 2)","(0, 2, 2, 24)",1452.6342476371872
"(0, 1, 2)","(1, 2, 1, 24)",1452.710915695336
"(1, 2, 1)","(1, 2, 2, 24)",1452.7727346869824
"(2, 1, 1)","(0, 2, 1, 24)",1452.978434470697
"(2, 2, 2)","(1, 2, 2, 24)",1453.0872877204627
"(0, 1, 1)","(0, 2, 2, 24)",1453.1070883598222
"(0, 1, 1)","(1, 2, 1, 24)",1453.2069079537257
"(2, 2, 2)","(2, 2, 1, 24)",1453.2108908728978
"(2, 1, 1)","(0, 2, 2, 24)",1453.4111008768211
"(2, 1, 2)","(1, 2, 2, 24)",1453.7900227559549
"(2, 1, 2)","(2, 2, 1, 24)",1453.8049252461012
"(1, 1, 2)","(1, 2, 2, 24)",1454.165551480879
"(1, 1, 2)","(2, 2, 1, 24)",1454.1967938504074
"(1, 2, 2)","(1, 2, 1, 24)",1454.2748204215375
"(1, 2, 2)","(0, 2, 2, 24)",1454.3217338800227
"(2, 2, 1)","(1, 2, 2, 24)",1454.368127223597
"(2, 1, 0)","(0, 2, 1, 24)",1454.5308436874436
"(0, 1, 2)","(1, 2, 2, 24)",1454.6249953594538
