pdq,Spdq,aic
"(2, 0, 2)","(1, 0, 1, 24)",1349.3263455769109
"(0, 2, 1)","(0, 2, 1, 24)",1440.3552893106075
"(1, 2, 1)","(0, 2, 1, 24)",1442.104941375038
"(0, 2, 2)","(0, 2, 1, 24)",1442.1264766559586
"(0, 2, 1)","(0, 2, 2, 24)",1442.1913867676687
"(0, 2, 1)","(1, 2, 1, 24)",1442.2071925777489
"(1, 2, 2)","(0, 2, 1, 24)",1443.1172270004583
"(2, 2, 2)","(0, 2, 1, 24)",1443.166010628604
"(1, 2, 1)","(0, 2, 2, 24)",1444.0488787107545
"(1, 2, 1)","(1, 2, 1, 24)",1444.0546880469956
"(0, 2, 2)","(0, 2, 2, 24)",1444.070351240752
"(0, 2, 2)","(1, 2, 1, 24)",1444.0745603533155
"(0, 2, 1)","(2, 2, 1, 24)",1444.084994633291
"(0, 2, 1)","(1, 2, 2, 24)",1444.3551422683772
"(2, 2, 2)","(1, 2, 2, 24)",1444.760707721857
"(2, 2, 1)","(0, 2, 1, 24)",1445.2427612035149
"(1, 2, 2)","(0, 2, 2, 24)",1445.5754116252454
"(1, 2, 2)","(1, 2, 1, 24)",1445.5777260686912
"(2, 2, 1)","(1, 2, 1, 24)",1445.850024299701
"(0, 2, 2)","(2, 2, 1, 24)",1445.940780708552
"(1, 2, 2)","(1, 2, 2, 24)",1445.9877430827992
"(0, 2, 2)","(1, 2, 2, 24)",1446.0820048671217
"(0, 2, 1)","(2, 2, 2, 24)",1446.145255942266
"(2, 2, 1)","(0, 2, 2, 24)",1446.2534858380775
"(1, 2, 1)","(1, 2, 2, 24)",1446.3896301337122
"(1, 2, 2)","(2, 2, 1, 24)",1446.7257520344087
"(2, 2, 0)","(0, 2, 1, 24)",1447.850220545435
"(1, 2, 1)","(2, 2, 2, 24)",1448.02741988602
"(2, 2, 1)","(1, 2, 2, 24)",1448.1578735847227
"(0, 2, 2)","(2, 2, 2, 24)",1448.158513984871
"(2, 2, 2)","(0, 2, 2, 24)",1448.1979838703355
"(2, 2, 2)","(1, 2, 1, 24)",1448.2170519680346
"(2, 1, 1)","(0, 2, 2, 24)",1448.5947629047164
"(0, 1, 1)","(0, 2, 2, 24)",1449.4609643572992
"(2, 2, 0)","(0, 2, 2, 24)",1449.7710039040905
"(2, 2, 0)","(1, 2, 1, 24)",1449.7880768913392
"(2, 2, 2)","(2, 2, 1, 24)",1449.8635375430135
"(1, 1, 0)","(0, 2, 2, 24)",1450.0442993071267
"(2, 1, 0)","(0, 2, 2, 24)",1450.0797311026136
"(1, 1, 1)","(2, 2, 1, 24)",1450.355537706988
"(0, 1, 0)","(0, 2, 1, 24)",1450.3836743714337
"(2, 2, 2)","(2, 2, 2, 24)",1450.4550164560228
"(1, 1, 0)","(1, 2, 1, 24)",1450.619929152491
"(1, 1, 2)","(0, 2, 2, 24)",1450.6593984234457
"(2, 2, 2)","(2, 2, 0, 24)",1450.8670861325825
"(0, 1, 1)","(2, 2, 2, 24)",1451.0446888887354
"(1, 1, 1)","(0, 2, 1, 24)",1451.5035348962213
"(1, 1, 2)","(1, 2, 2, 24)",1451.564037675043
"(2, 2, 0)","(1, 2, 2, 24)",1451.8214799663767
"(2, 1, 2)","(0, 2, 2, 24)",1451.9070587508565
"(2, 1, 2)","(1, 2, 2, 24)",1452.0349528621448
"(0, 1, 2)","(0, 2, 2, 24)",1452.1693692483757
"(1, 1, 2)","(1, 2, 1, 24)",1452.1743174776852
"(1, 1, 2)","(2, 2, 2, 24)",1452.339315573543
"(1, 2, 2)","(2, 2, 2, 24)",1452.4326794909
"(0, 1, 2)","(1, 2, 2, 24)",1452.6641675383064
"(0, 1, 2)","(1, 2, 1, 24)",1452.9193387079558
"(1, 1, 2)","(2, 2, 1, 24)",1453.0065102587007
"(1, 2, 2)","(2, 2, 0, 24)",1453.1269003871505
"(1, 1, 1)","(2, 2, 2, 24)",1453.2211059065837
"(1, 1, 1)","(0, 2, 2, 24)",1453.3301873423131
"(1, 1, 2)","(0, 2, 1, 24)",1453.6539506962743
"(1, 1, 1)","(1, 2, 2, 24)",1453.6556627827829
"(0, 1, 2)","(2, 2, 2, 24)",1453.693218251632
"(2, 1, 1)","(1, 2, 1, 24)",1453.7515804173706
"(2, 1, 1)","(1, 2, 2, 24)",1453.979497108254
"(1, 1, 2)","(2, 2, 0, 24)",1454.0443274280663
"(1, 1, 1)","(1, 2, 1, 24)",1454.278905553963
"(0, 1, 2)","(0, 2, 1, 24)",1454.3005704807847
"(2, 1, 2)","(2, 2, 2, 24)",1454.339488601588
"(0, 1, 1)","(0, 2, 1, 24)",1454.4403282995952
"(0, 1, 2)","(2, 2, 1, 24)",1454.5258608152847
"(2, 1, 1)","(0, 2, 1, 24)",1454.632633747931
"(2, 1, 0)","(1, 2, 2, 24)",1454.639000558833
"(0, 1, 1)","(1, 2, 2, 24)",1454.775129842079
"(2, 1, 0)","(1, 2, 1, 24)",1454.795413719645
"(2, 1, 2)","(2, 2, 1, 24)",1454.8267204537954
"(0, 1, 2)","(2, 2, 0, 24)",1455.1990031053351
"(2, 1, 2)","(0, 2, 1, 24)",1455.2408990884285
"(0, 2, 2)","(2, 2, 0, 24)",1455.3556600140644
"(2, 1, 1)","(2, 2, 1, 24)",1455.3560266815446
"(2, 1, 1)","(2, 2, 2, 24)",1455.3863228694538
"(2, 1, 0)","(0, 2, 1, 24)",1455.5236147441221
"(1, 1, 0)","(0, 2, 1, 24)",1455.70334730403
"(2, 1, 2)","(2, 2, 0, 24)",1455.8559421452412
"(2, 1, 1)","(2, 2, 0, 24)",1455.9034682726028
"(2, 1, 0)","(2, 2, 2, 24)",1456.0432366072785
"(0, 1, 1)","(2, 2, 1, 24)",1456.3404987900935
"(2, 1, 0)","(2, 2, 1, 24)",1456.3953547015958
"(2, 1, 0)","(2, 2, 0, 24)",1456.420888713401
"(1, 1, 0)","(1, 2, 2, 24)",1456.5289901399028
"(0, 1, 1)","(2, 2, 0, 24)",1456.9384847796512
"(0, 1, 1)","(1, 2, 1, 24)",1457.8734664752922
"(1, 1, 1)","(2, 2, 0, 24)",1457.9882285845158
"(2, 2, 1)","(2, 2, 0, 24)",1458.0649699428136
"(1, 1, 0)","(2, 2, 1, 24)",1458.1002715439622
"(0, 1, 0)","(1, 2, 2, 24)",1458.423870227536
"(0, 1, 0)","(0, 2, 2, 24)",1458.4467982815272
"(1, 1, 0)","(2, 2, 2, 24)",1458.4475023162572
"(2, 2, 1)","(2, 2, 1, 24)",1458.4686090512976
"(2, 1, 2)","(1, 2, 1, 24)",1458.804912537926
"(1, 1, 0)","(2, 2, 0, 24)",1458.8954818481081
"(1, 2, 0)","(0, 2, 2, 24)",1458.9493159363954
"(1, 2, 0)","(1, 2, 1, 24)",1459.2359734983843
"(0, 2, 1)","(2, 2, 0, 24)",1459.276329704075
"(2, 2, 1)","(2, 2, 2, 24)",1459.426550615622
"(1, 2, 0)","(0, 2, 1, 24)",1459.7616961115814
"(0, 1, 0)","(2, 2, 2, 24)",1460.4167192067762
"(1, 2, 0)","(2, 2, 2, 24)",1460.6002220513049
"(1, 2, 1)","(2, 2, 0, 24)",1460.6415110782018
"(1, 2, 0)","(1, 2, 2, 24)",1460.6609102198613
"(1, 2, 1)","(2, 2, 1, 24)",1461.2498960966504
"(2, 2, 0)","(2, 2, 1, 24)",1462.0812684231798
"(2, 2, 0)","(2, 2, 0, 24)",1462.711135655233
"(2, 2, 0)","(2, 2, 2, 24)",1463.0640069937178
"(1, 0, 1)","(1, 2, 2, 24)",1464.5292364798515
"(1, 0, 1)","(2, 2, 1, 24)",1464.5353939065355
"(2, 2, 2)","(1, 2, 0, 24)",1464.9174431798506
"(1, 0, 0)","(1, 2, 2, 24)",1465.2469064928614
"(1, 0, 0)","(2, 2, 1, 24)",1465.25121664433
"(2, 0, 2)","(1, 2, 2, 24)",1465.3563751400488
"(2, 0, 2)","(2, 2, 1, 24)",1465.3729034952014
"(0, 0, 1)","(1, 2, 1, 24)",1465.4447256921069
"(2, 0, 1)","(1, 2, 2, 24)",1465.5189797011647
"(1, 0, 1)","(2, 2, 2, 24)",1465.5709181354855
"(2, 0, 1)","(2, 2, 1, 24)",1465.694475882869
"(0, 2, 2)","(1, 2, 0, 24)",1465.803604414055
"(0, 0, 2)","(1, 2, 2, 24)",1466.1623662820107
"(0, 0, 2)","(2, 2, 1, 24)",1466.1689333109143
"(1, 0, 2)","(1, 2, 2, 24)",1466.2894314811895
"(1, 0, 2)","(2, 2, 1, 24)",1466.2905308546867
"(1, 0, 0)","(2, 2, 2, 24)",1466.3117842897013
"(2, 0, 0)","(1, 2, 2, 24)",1466.702316853807
"(2, 0, 0)","(2, 2, 1, 24)",1466.7067429604451
"(2, 0, 1)","(2, 2, 2, 24)",1466.7217541408027
