pdq,Spdq,aic
"(1, 2, 1)","(0, 2, 2, 24)",1469.259368586805
"(0, 2, 2)","(1, 2, 1, 24)",1469.2677180617045
"(0, 2, 1)","(0, 2, 2, 24)",1469.740145524394
"(0, 2, 1)","(2, 2, 1, 24)",1469.8051942059385
"(0, 2, 1)","(1, 2, 1, 24)",1470.0698939664694
"(0, 2, 1)","(0, 2, 1, 24)",1470.1248773131886
"(0, 2, 1)","(1, 2, 2, 24)",1470.3675685084263
"(1, 2, 1)","(0, 2, 1, 24)",1470.4320397683755
"(2, 2, 1)","(0, 2, 1, 24)",1470.9181358037379
"(0, 2, 2)","(2, 2, 1, 24)",1471.2981586592637
"(1, 2, 2)","(0, 2, 2, 24)",1471.7597765386756
"(1, 2, 2)","(0, 2, 1, 24)",1472.3011018337068
"(2, 2, 2)","(0, 2, 1, 24)",1472.8726810293847
"(0, 2, 2)","(2, 2, 2, 24)",1473.193206192472
"(2, 2, 1)","(1, 2, 2, 24)",1473.2270707974455
"(0, 1, 2)","(0, 2, 1, 24)",1473.7966390048955
"(1, 1, 1)","(1, 2, 1, 24)",1473.8740856255502
"(0, 2, 1)","(2, 2, 2, 24)",1474.0758068852008
"(0, 2, 1)","(2, 2, 0, 24)",1474.5587432786156
"(1, 1, 0)","(1, 2, 1, 24)",1474.6761065552964
"(1, 1, 1)","(2, 2, 1, 24)",1475.5556143809401
"(2, 2, 0)","(0, 2, 2, 24)",1476.1779933342505
"(1, 2, 1)","(2, 2, 2, 24)",1476.4462868254116
"(0, 1, 0)","(0, 2, 1, 24)",1476.4693890430972
"(1, 1, 1)","(1, 2, 2, 24)",1476.6136387192169
"(0, 1, 1)","(0, 2, 1, 24)",1477.0205965684218
"(2, 2, 0)","(0, 2, 1, 24)",1477.2035873027949
"(0, 1, 2)","(0, 2, 2, 24)",1477.5651854296736
"(0, 1, 0)","(1, 2, 1, 24)",1477.6012823596436
"(0, 1, 2)","(1, 2, 1, 24)",1477.7144426921411
"(2, 1, 2)","(0, 2, 1, 24)",1477.9393907718766
"(2, 2, 2)","(0, 2, 2, 24)",1478.1629452978543
"(0, 2, 2)","(0, 2, 2, 24)",1478.173032495358
"(1, 1, 2)","(0, 2, 1, 24)",1478.2047399417768
"(0, 1, 1)","(0, 2, 2, 24)",1478.329080840801
"(0, 1, 1)","(1, 2, 1, 24)",1478.4550588656634
"(2, 2, 2)","(1, 2, 1, 24)",1478.5266220296814
"(1, 1, 1)","(0, 2, 1, 24)",1478.8436211181638
"(0, 1, 2)","(1, 2, 2, 24)",1479.0528707265285
"(1, 1, 2)","(0, 2, 2, 24)",1479.1269917607951
"(2, 2, 0)","(1, 2, 2, 24)",1479.1541653295938
"(2, 1, 2)","(0, 2, 2, 24)",1479.1780664091195
"(0, 2, 2)","(0, 2, 1, 24)",1479.192509582932
"(2, 1, 0)","(0, 2, 1, 24)",1479.2412529439362
"(1, 1, 2)","(1, 2, 1, 24)",1479.3220869522816
"(0, 1, 2)","(2, 2, 1, 24)",1479.348832217885
"(2, 1, 2)","(1, 2, 1, 24)",1479.3678880156924
"(2, 1, 1)","(0, 2, 1, 24)",1479.4786507454205
"(1, 2, 2)","(1, 2, 1, 24)",1479.5718020356294
"(0, 1, 1)","(1, 2, 2, 24)",1479.8210881029536
"(2, 2, 2)","(2, 2, 1, 24)",1479.9920487643037
"(0, 1, 1)","(2, 2, 1, 24)",1480.0688417726717
"(2, 2, 2)","(1, 2, 2, 24)",1480.1295049183855
"(0, 2, 2)","(1, 2, 2, 24)",1480.1611116971535
"(2, 1, 0)","(0, 2, 2, 24)",1480.2244109331668
"(2, 1, 2)","(1, 2, 2, 24)",1480.3147037998426
"(2, 1, 1)","(0, 2, 2, 24)",1480.3924380062222
"(2, 1, 0)","(1, 2, 1, 24)",1480.419190221537
"(0, 1, 0)","(1, 2, 2, 24)",1480.4400942015163
"(1, 1, 2)","(1, 2, 2, 24)",1480.441564727123
"(1, 1, 1)","(0, 2, 2, 24)",1480.5573693359056
"(2, 1, 1)","(1, 2, 1, 24)",1480.604934630337
"(1, 1, 2)","(2, 2, 1, 24)",1480.8089975702903
"(2, 1, 2)","(2, 2, 1, 24)",1480.8750253331057
"(0, 2, 2)","(2, 2, 0, 24)",1480.893762987495
"(0, 1, 2)","(2, 2, 2, 24)",1480.9647276351318
"(1, 2, 2)","(2, 2, 1, 24)",1481.0925805729162
"(0, 1, 0)","(2, 2, 2, 24)",1481.1434743775885
"(1, 2, 2)","(1, 2, 2, 24)",1481.1970094246724
"(2, 2, 2)","(2, 2, 0, 24)",1481.2135196381528
"(2, 2, 0)","(2, 2, 0, 24)",1481.5033262817878
"(2, 1, 0)","(1, 2, 2, 24)",1481.624579896536
"(2, 2, 2)","(2, 2, 2, 24)",1481.6370498823703
"(2, 1, 1)","(1, 2, 2, 24)",1481.7232080861295
"(0, 1, 1)","(2, 2, 2, 24)",1481.7777098969493
"(2, 1, 0)","(2, 2, 1, 24)",1481.9311001359674
"(1, 2, 2)","(2, 2, 0, 24)",1482.0213710283251
"(2, 1, 1)","(2, 2, 1, 24)",1482.0802904748498
"(2, 1, 2)","(2, 2, 2, 24)",1482.3033852218202
"(1, 1, 2)","(2, 2, 2, 24)",1482.365047348905
"(1, 2, 2)","(2, 2, 2, 24)",1482.8255336767456
"(1, 1, 1)","(2, 2, 2, 24)",1483.2289562998683
"(2, 1, 0)","(2, 2, 2, 24)",1483.5727662491195
"(2, 1, 1)","(2, 2, 2, 24)",1483.6729978582714
"(2, 2, 1)","(0, 2, 2, 24)",1483.8019978133286
"(1, 2, 1)","(1, 2, 1, 24)",1483.8288900585144
