pdq,Spdq,aic
"(2, 0, 1)","(1, 0, 1, 24)",43.86846552083226
"(1, 0, 0)","(2, 0, 1, 24)",117.25445525235625
"(0, 2, 1)","(0, 2, 2, 24)",1478.0539148633873
"(1, 2, 1)","(0, 2, 1, 24)",1478.3128016094238
"(0, 2, 2)","(0, 2, 1, 24)",1480.6623238889508
"(1, 2, 2)","(0, 2, 1, 24)",1482.148044703713
"(0, 2, 2)","(1, 2, 1, 24)",1482.436370043607
"(0, 2, 2)","(0, 2, 2, 24)",1482.4531825278677
"(1, 1, 1)","(1, 2, 1, 24)",1482.589918821891
"(2, 2, 2)","(0, 2, 1, 24)",1482.637581883938
"(0, 2, 1)","(0, 2, 1, 24)",1482.7701246961508
"(1, 1, 1)","(0, 2, 2, 24)",1483.600281503063
"(1, 2, 2)","(1, 2, 1, 24)",1483.784358160813
"(1, 2, 2)","(0, 2, 2, 24)",1483.7917841855874
"(2, 2, 2)","(1, 2, 1, 24)",1484.1292940054402
"(2, 2, 2)","(0, 2, 2, 24)",1484.145356347064
"(0, 2, 2)","(1, 2, 2, 24)",1484.3232178282367
"(0, 2, 2)","(2, 2, 1, 24)",1484.3428160380245
"(0, 2, 1)","(1, 2, 1, 24)",1484.5359138394303
"(1, 1, 1)","(1, 2, 2, 24)",1484.5899177577628
"(1, 1, 1)","(2, 2, 1, 24)",1484.5899426527753
"(2, 1, 2)","(0, 2, 2, 24)",1485.1303598788345
"(1, 2, 2)","(1, 2, 2, 24)",1485.137684292593
"(2, 2, 2)","(1, 2, 2, 24)",1485.3522870618524
"(1, 2, 2)","(2, 2, 1, 24)",1485.7770001027545
"(2, 2, 1)","(0, 2, 1, 24)",1485.8919326782004
"(2, 2, 2)","(2, 2, 1, 24)",1486.1040102827812
"(1, 1, 1)","(2, 2, 2, 24)",1486.1985509278193
"(2, 1, 2)","(1, 2, 2, 24)",1486.402502435493
"(0, 2, 2)","(2, 2, 2, 24)",1486.4363548193728
"(0, 2, 1)","(1, 2, 2, 24)",1486.5110474675616
"(1, 2, 1)","(1, 2, 1, 24)",1486.5123376738477
"(0, 2, 1)","(2, 2, 1, 24)",1486.520922908064
"(1, 2, 1)","(0, 2, 2, 24)",1486.5225075550406
"(0, 1, 2)","(1, 2, 1, 24)",1486.6625374487458
"(1, 2, 2)","(2, 2, 2, 24)",1487.0243545874366
"(1, 1, 1)","(0, 2, 1, 24)",1487.060400712768
"(2, 2, 2)","(2, 2, 2, 24)",1487.1833648238899
"(0, 1, 2)","(0, 2, 2, 24)",1487.5092889037887
"(0, 1, 1)","(1, 2, 1, 24)",1487.5460323471964
"(2, 2, 1)","(1, 2, 1, 24)",1487.636827150856
"(2, 2, 1)","(0, 2, 2, 24)",1487.647659294463
"(2, 1, 2)","(2, 2, 2, 24)",1487.768781172796
"(2, 1, 0)","(1, 2, 1, 24)",1487.9234560121513
"(1, 1, 2)","(1, 2, 1, 24)",1488.1642382155032
"(0, 2, 1)","(2, 2, 2, 24)",1488.1960426131404
"(1, 2, 1)","(1, 2, 2, 24)",1488.246314697635
"(0, 1, 1)","(0, 2, 2, 24)",1488.2653447422888
"(1, 2, 1)","(2, 2, 1, 24)",1488.485428314713
"(2, 1, 0)","(0, 2, 2, 24)",1488.5373724614287
"(0, 1, 2)","(1, 2, 2, 24)",1488.6203231058669
"(0, 1, 2)","(2, 2, 1, 24)",1488.6296057771158
"(2, 1, 1)","(0, 2, 1, 24)",1488.754098743534
"(1, 1, 2)","(0, 2, 2, 24)",1488.8234134731342
"(2, 1, 1)","(1, 2, 1, 24)",1488.8636317802834
