pdq,Spdq,aic
"(2, 0, 2)","(1, 1, 0, 60)",12.0
"(0, 2, 0)","(0, 2, 0, 60)",20.894623892040645
"(0, 1, 1)","(1, 2, 0, 60)",30.99953192686548
"(1, 1, 1)","(0, 2, 0, 60)",31.250369996504652
"(1, 1, 0)","(0, 2, 0, 60)",32.66302266578793
"(0, 1, 1)","(0, 2, 2, 60)",33.710212334253875
"(0, 1, 0)","(2, 2, 0, 60)",34.215200667512015
"(0, 1, 0)","(0, 2, 2, 60)",34.60634223341077
"(0, 1, 1)","(0, 2, 0, 60)",35.43133607974338
"(0, 1, 0)","(0, 2, 1, 60)",35.4542199670891
"(0, 1, 1)","(1, 2, 1, 60)",35.476379001764556
"(0, 1, 0)","(1, 2, 0, 60)",36.23675644254166
"(0, 1, 2)","(0, 2, 0, 60)",36.75390407905149
"(0, 1, 1)","(0, 2, 1, 60)",37.3686714598433
"(0, 1, 0)","(1, 2, 1, 60)",37.44807557975566
"(0, 1, 0)","(1, 2, 2, 60)",37.63662091599244
"(2, 1, 0)","(0, 2, 0, 60)",38.13777511908501
"(1, 1, 0)","(1, 2, 0, 60)",38.14341649189349
"(1, 1, 0)","(0, 2, 1, 60)",38.1436428881737
"(0, 1, 0)","(0, 2, 0, 60)",38.49829122287485
"(0, 1, 0)","(2, 2, 2, 60)",38.504315389146115
"(0, 1, 2)","(1, 2, 0, 60)",38.7538109576789
"(0, 1, 2)","(0, 2, 1, 60)",38.75381151834687
"(1, 1, 2)","(0, 2, 0, 60)",38.7539009268886
"(1, 1, 1)","(1, 2, 0, 60)",39.32789042176352
"(1, 1, 1)","(0, 2, 1, 60)",39.32789101139945
"(2, 1, 1)","(0, 2, 0, 60)",39.32794492830525
"(0, 1, 1)","(2, 2, 0, 60)",39.35662893716508
"(0, 1, 0)","(2, 2, 1, 60)",39.44381326428098
"(2, 1, 0)","(0, 2, 1, 60)",40.137833566707656
"(2, 1, 0)","(1, 2, 0, 60)",40.137836559133646
"(1, 1, 0)","(2, 2, 0, 60)",40.14059026624516
"(1, 1, 0)","(0, 2, 2, 60)",40.14059886399069
"(1, 1, 0)","(1, 2, 1, 60)",40.14354282864184
"(0, 1, 2)","(1, 2, 1, 60)",40.75381861989101
"(0, 1, 2)","(2, 2, 0, 60)",40.753832959067914
"(1, 1, 2)","(0, 2, 1, 60)",40.75383694892568
"(1, 1, 2)","(1, 2, 0, 60)",40.75383844263228
"(0, 1, 2)","(0, 2, 2, 60)",40.753838821874055
"(2, 1, 2)","(0, 2, 0, 60)",40.75389981902842
"(1, 1, 1)","(1, 2, 1, 60)",41.32789791492849
"(2, 1, 1)","(0, 2, 1, 60)",41.32790685678316
"(2, 1, 1)","(1, 2, 0, 60)",41.327907746178354
"(1, 1, 1)","(0, 2, 2, 60)",41.327909726396165
"(1, 1, 1)","(2, 2, 0, 60)",41.32792860130033
"(0, 1, 1)","(2, 2, 1, 60)",41.35665969764848
"(0, 1, 1)","(1, 2, 2, 60)",41.35723552554456
"(2, 1, 0)","(1, 2, 1, 60)",42.13774722725857
"(2, 1, 0)","(0, 2, 2, 60)",42.13791237564442
"(2, 1, 0)","(2, 2, 0, 60)",42.13791598419388
"(1, 1, 0)","(1, 2, 2, 60)",42.14059723153903
"(1, 1, 0)","(2, 2, 1, 60)",42.14060510430219
"(1, 1, 2)","(1, 2, 1, 60)",42.75381717718957
"(2, 1, 2)","(0, 2, 1, 60)",42.75383591220488
"(2, 1, 2)","(1, 2, 0, 60)",42.75383739947528
"(0, 1, 2)","(2, 2, 1, 60)",42.75384490266441
"(0, 1, 2)","(1, 2, 2, 60)",42.753853558118834
"(1, 1, 2)","(0, 2, 2, 60)",42.7538586240596
"(1, 1, 2)","(2, 2, 0, 60)",42.75386018719283
"(1, 1, 1)","(2, 2, 1, 60)",43.32789071144322
"(1, 1, 1)","(1, 2, 2, 60)",43.327895368658446
"(2, 1, 1)","(0, 2, 2, 60)",43.32793074729037
"(2, 1, 1)","(2, 2, 0, 60)",43.327931723694206
"(2, 1, 1)","(1, 2, 1, 60)",43.328064997560794
"(0, 1, 1)","(2, 2, 2, 60)",43.35583898623561
"(2, 1, 0)","(2, 2, 1, 60)",44.13775825117898
"(2, 1, 0)","(1, 2, 2, 60)",44.13776037954083
"(1, 1, 0)","(2, 2, 2, 60)",44.1405643199943
"(0, 1, 2)","(2, 2, 2, 60)",44.753807946785216
"(1, 1, 2)","(2, 2, 1, 60)",44.75381404080596
"(1, 1, 2)","(1, 2, 2, 60)",44.75381451145142
"(2, 1, 2)","(1, 2, 1, 60)",44.753818482357715
"(2, 1, 2)","(0, 2, 2, 60)",44.75385608354861
"(2, 1, 2)","(2, 2, 0, 60)",44.75385756373136
"(2, 1, 1)","(2, 2, 1, 60)",45.327890870693494
"(2, 1, 1)","(1, 2, 2, 60)",45.32789103193683
"(1, 1, 1)","(2, 2, 2, 60)",45.32791388310737
"(2, 1, 0)","(2, 2, 2, 60)",46.137741322430685
"(2, 1, 2)","(2, 2, 1, 60)",46.753815604057515
"(2, 1, 2)","(1, 2, 2, 60)",46.75381600000977
"(1, 1, 2)","(2, 2, 2, 60)",46.7538351593956
"(2, 1, 1)","(2, 2, 2, 60)",47.32790351257576
"(2, 1, 2)","(2, 2, 2, 60)",48.75380469281569
"(0, 0, 1)","(1, 2, 0, 60)",54.12435635703672
"(0, 0, 1)","(0, 2, 1, 60)",54.12481635732942
"(0, 0, 0)","(0, 2, 1, 60)",55.15769326961742
"(0, 0, 0)","(1, 2, 0, 60)",55.271788285705725
"(0, 0, 2)","(1, 2, 0, 60)",55.43436000964192
