pdq,Spdq,aic
"(0, 1, 0)","(2, 0, 0, 60)",6.0
"(0, 0, 0)","(2, 0, 0, 60)",6.0
"(0, 2, 0)","(0, 2, 0, 60)",23.18653845689886
"(0, 1, 0)","(2, 2, 0, 60)",38.06764111959462
"(0, 1, 1)","(0, 2, 0, 60)",38.76194033604325
"(1, 1, 0)","(0, 2, 0, 60)",39.425781051530734
"(0, 1, 0)","(0, 2, 1, 60)",39.49037755887359
"(0, 1, 2)","(0, 2, 0, 60)",40.03457542017749
"(0, 1, 0)","(1, 2, 0, 60)",40.118944090566934
"(1, 1, 1)","(0, 2, 0, 60)",40.609166995377834
"(0, 1, 1)","(0, 2, 1, 60)",40.61157917546133
"(0, 1, 1)","(1, 2, 0, 60)",40.61164110961641
"(0, 1, 0)","(0, 2, 2, 60)",41.13834525633648
"(2, 1, 0)","(0, 2, 0, 60)",41.41943552421128
"(1, 1, 0)","(0, 2, 1, 60)",41.41951932490471
"(1, 1, 0)","(1, 2, 0, 60)",41.41952190826572
"(0, 1, 0)","(1, 2, 1, 60)",41.46431988704891
"(0, 1, 2)","(0, 2, 1, 60)",42.03447996086163
"(0, 1, 2)","(1, 2, 0, 60)",42.0344815401326
"(1, 1, 2)","(0, 2, 0, 60)",42.034579348120424
"(1, 1, 1)","(1, 2, 0, 60)",42.609117519198385
"(2, 1, 1)","(0, 2, 0, 60)",42.609163097375664
"(1, 1, 1)","(0, 2, 1, 60)",42.609214992472204
"(0, 1, 1)","(2, 2, 0, 60)",42.61156723688849
"(0, 1, 1)","(0, 2, 2, 60)",42.611573101171984
"(0, 1, 1)","(1, 2, 1, 60)",42.61159824346666
"(0, 1, 0)","(0, 2, 0, 60)",42.70294534426328
"(0, 1, 0)","(2, 2, 1, 60)",43.07547598996074
"(0, 1, 0)","(1, 2, 2, 60)",43.07783576311423
"(2, 1, 0)","(0, 2, 1, 60)",43.41949461687082
"(2, 1, 0)","(1, 2, 0, 60)",43.419501873992004
"(1, 1, 0)","(1, 2, 1, 60)",43.41952069056934
"(1, 1, 0)","(0, 2, 2, 60)",43.41961251424088
"(1, 1, 0)","(2, 2, 0, 60)",43.419620248037546
"(0, 1, 2)","(1, 2, 1, 60)",44.03448429030706
"(0, 1, 2)","(2, 2, 0, 60)",44.034491289551525
"(0, 1, 2)","(0, 2, 2, 60)",44.03450575212037
"(1, 1, 2)","(0, 2, 1, 60)",44.034515321794856
"(1, 1, 2)","(1, 2, 0, 60)",44.03451976782454
"(2, 1, 2)","(0, 2, 0, 60)",44.03458222619618
"(2, 1, 1)","(0, 2, 1, 60)",44.60911940898309
"(1, 1, 1)","(0, 2, 2, 60)",44.60911964205707
"(2, 1, 1)","(1, 2, 0, 60)",44.6091216813316
"(1, 1, 1)","(1, 2, 1, 60)",44.609172265171054
"(1, 1, 1)","(2, 2, 0, 60)",44.60925712469211
"(0, 1, 1)","(2, 2, 1, 60)",44.611570224329846
"(0, 1, 1)","(1, 2, 2, 60)",44.61157430760391
"(0, 1, 0)","(2, 2, 2, 60)",44.638477752247255
"(2, 1, 0)","(2, 2, 0, 60)",45.41940518147247
"(2, 1, 0)","(0, 2, 2, 60)",45.419406673937985
"(2, 1, 0)","(1, 2, 1, 60)",45.419406779782065
"(1, 1, 0)","(1, 2, 2, 60)",45.419562715231066
"(1, 1, 0)","(2, 2, 1, 60)",45.419564267264846
"(1, 1, 2)","(2, 2, 0, 60)",46.034481922988874
"(1, 1, 2)","(0, 2, 2, 60)",46.03448309422512
"(1, 1, 2)","(1, 2, 1, 60)",46.03448634950445
"(2, 1, 2)","(0, 2, 1, 60)",46.03451336224792
"(2, 1, 2)","(1, 2, 0, 60)",46.0345175402108
"(0, 1, 2)","(2, 2, 1, 60)",46.03456419868428
"(0, 1, 2)","(1, 2, 2, 60)",46.03460326539886
"(2, 1, 1)","(0, 2, 2, 60)",46.6091064037911
"(2, 1, 1)","(2, 2, 0, 60)",46.60910735118401
"(2, 1, 1)","(1, 2, 1, 60)",46.60910896598526
"(1, 1, 1)","(1, 2, 2, 60)",46.60911634747008
"(1, 1, 1)","(2, 2, 1, 60)",46.610125769628546
