pdq,Spdq,aic
"(0, 0, 0)","(2, 2, 1, 24)",8.0
"(2, 2, 2)","(1, 2, 0, 24)",12.0
"(2, 1, 2)","(1, 2, 0, 24)",12.0
"(2, 0, 1)","(2, 2, 0, 24)",12.0
"(2, 0, 2)","(2, 2, 1, 24)",16.0
"(0, 2, 1)","(1, 2, 1, 24)",1610.026554745739
"(1, 2, 1)","(2, 2, 0, 24)",1622.0573503137355
"(2, 2, 2)","(1, 2, 1, 24)",1623.6789504920864
"(1, 2, 2)","(2, 2, 0, 24)",1624.7587721812458
"(0, 2, 1)","(2, 2, 0, 24)",1626.1871943911901
"(1, 1, 0)","(1, 2, 2, 24)",1627.9114968512429
"(0, 1, 1)","(1, 2, 1, 24)",1628.0338971576737
"(0, 1, 0)","(2, 2, 0, 24)",1634.8329180443736
"(1, 1, 0)","(2, 2, 0, 24)",1636.1978031061317
"(1, 2, 0)","(1, 2, 1, 24)",1638.196012390792
"(1, 2, 0)","(0, 2, 2, 24)",1638.197871228963
"(1, 1, 1)","(2, 2, 0, 24)",1638.8289415969175
"(0, 1, 1)","(2, 2, 0, 24)",1639.982647737545
"(0, 2, 1)","(0, 2, 1, 24)",1640.6280341000754
"(2, 1, 1)","(0, 2, 2, 24)",1647.8596064536844
"(1, 0, 0)","(0, 2, 2, 24)",1652.95324830655
"(1, 0, 0)","(1, 2, 2, 24)",1653.1073981212023
"(0, 1, 0)","(1, 2, 0, 24)",1654.864838720836
"(0, 2, 0)","(2, 2, 0, 24)",1656.476238414764
"(1, 1, 0)","(1, 2, 0, 24)",1656.4788170811325
"(0, 1, 0)","(0, 2, 1, 24)",1658.27483570554
"(0, 2, 1)","(1, 2, 0, 24)",1660.705625382763
"(0, 2, 2)","(1, 2, 1, 24)",1662.9918810792801
"(0, 2, 2)","(2, 2, 0, 24)",1663.1557109301998
"(0, 2, 2)","(2, 2, 1, 24)",1664.2101182705815
"(0, 2, 2)","(1, 2, 2, 24)",1664.4245652946279
"(1, 2, 2)","(1, 2, 1, 24)",1664.712000245838
"(0, 1, 0)","(1, 2, 2, 24)",1665.4242026823622
"(1, 2, 0)","(1, 2, 0, 24)",1665.4584364528262
"(0, 2, 2)","(0, 2, 2, 24)",1665.6559669235037
"(1, 2, 2)","(2, 2, 1, 24)",1665.9464395541597
"(1, 2, 2)","(1, 2, 0, 24)",1665.9993331273238
"(2, 2, 2)","(2, 2, 0, 24)",1666.1398975215072
"(1, 2, 2)","(1, 2, 2, 24)",1666.1567143837724
"(0, 2, 2)","(2, 2, 2, 24)",1666.1997148942635
"(0, 2, 1)","(2, 2, 1, 24)",1666.80568109163
"(0, 2, 2)","(1, 2, 0, 24)",1666.9491040481032
"(0, 2, 1)","(1, 2, 2, 24)",1666.9870341129388
"(0, 1, 0)","(2, 2, 2, 24)",1667.0372274871
"(0, 1, 0)","(0, 2, 2, 24)",1667.3203531778695
"(2, 2, 2)","(2, 2, 1, 24)",1667.3223214461987
"(1, 2, 2)","(0, 2, 2, 24)",1667.4017651952151
"(1, 2, 1)","(1, 2, 1, 24)",1667.437578199786
"(2, 2, 2)","(1, 2, 2, 24)",1667.5748274209611
"(1, 1, 0)","(1, 2, 1, 24)",1667.8397495740041
"(1, 2, 2)","(2, 2, 2, 24)",1667.8751782666086
"(0, 2, 1)","(0, 2, 2, 24)",1668.0375330882391
"(1, 2, 1)","(2, 2, 1, 24)",1668.6935437387401
"(1, 1, 0)","(2, 2, 1, 24)",1668.745423722945
"(0, 2, 1)","(2, 2, 2, 24)",1668.8019165796534
"(2, 2, 2)","(0, 2, 2, 24)",1668.8668680392122
"(1, 2, 1)","(1, 2, 2, 24)",1668.9092929190988
"(2, 2, 1)","(1, 2, 1, 24)",1669.1126487039626
"(2, 2, 1)","(2, 2, 0, 24)",1669.1861665690656
"(2, 2, 2)","(2, 2, 2, 24)",1669.2989357945985
"(1, 2, 1)","(0, 2, 2, 24)",1670.0166457049056
"(2, 1, 0)","(1, 2, 1, 24)",1670.0799080276593
