pdq,Spdq,aic
"(2, 0, 2)","(0, 2, 0, 24)",10.0
"(1, 0, 1)","(2, 0, 1, 24)",12.0
"(2, 0, 2)","(0, 2, 1, 24)",12.0
"(2, 0, 2)","(0, 2, 2, 24)",14.0
"(1, 0, 2)","(2, 0, 2, 24)",16.0
"(2, 0, 2)","(2, 2, 2, 24)",988.4138046766994
"(1, 2, 2)","(0, 2, 1, 24)",1444.8405849255382
"(2, 2, 2)","(0, 2, 1, 24)",1446.278811353469
"(1, 2, 2)","(1, 2, 1, 24)",1446.4077018555238
"(1, 2, 2)","(0, 2, 2, 24)",1446.4742205139687
"(0, 2, 2)","(0, 2, 1, 24)",1446.664372061137
"(1, 2, 2)","(2, 2, 1, 24)",1447.7995361974738
"(1, 2, 2)","(1, 2, 2, 24)",1447.9497680905474
"(2, 2, 2)","(1, 2, 1, 24)",1448.0069824906623
"(2, 2, 2)","(0, 2, 2, 24)",1448.0504859774826
"(1, 2, 1)","(0, 2, 1, 24)",1448.1892808398527
"(0, 2, 1)","(0, 2, 1, 24)",1448.948796107905
"(2, 2, 2)","(1, 2, 2, 24)",1449.5505903214705
"(1, 2, 2)","(2, 2, 2, 24)",1449.734137787299
"(2, 2, 1)","(0, 2, 1, 24)",1450.1211072603312
"(0, 2, 1)","(1, 2, 1, 24)",1450.7690192121165
"(0, 2, 1)","(0, 2, 2, 24)",1450.8167692196866
"(2, 2, 1)","(1, 2, 1, 24)",1452.5752927661886
"(0, 2, 1)","(1, 2, 2, 24)",1452.941018912571
"(0, 2, 2)","(1, 2, 1, 24)",1453.4047189671992
"(0, 2, 2)","(0, 2, 2, 24)",1453.4455210955764
"(0, 2, 2)","(2, 2, 1, 24)",1453.7080583097668
"(0, 2, 2)","(1, 2, 2, 24)",1454.8500960186643
"(0, 2, 2)","(2, 2, 2, 24)",1455.705114333613
"(2, 2, 0)","(1, 2, 1, 24)",1457.4024351487474
"(2, 2, 2)","(2, 2, 1, 24)",1457.6324487856914
"(1, 1, 1)","(0, 2, 2, 24)",1457.9713633499985
"(1, 1, 1)","(0, 2, 1, 24)",1458.006515700298
"(0, 1, 0)","(1, 2, 1, 24)",1458.4436578298862
"(2, 1, 1)","(1, 2, 1, 24)",1459.0839633875935
"(2, 2, 2)","(2, 2, 2, 24)",1459.6321932439798
"(1, 1, 0)","(1, 2, 2, 24)",1459.7184822568106
"(2, 1, 1)","(0, 2, 1, 24)",1459.7754826056487
"(0, 1, 0)","(0, 2, 1, 24)",1459.8826418261297
"(1, 2, 2)","(2, 2, 0, 24)",1461.172134442788
"(0, 1, 2)","(0, 2, 1, 24)",1461.2118936167249
"(2, 1, 2)","(1, 2, 1, 24)",1461.2210565767723
"(1, 1, 1)","(1, 2, 1, 24)",1461.5417588308924
"(0, 1, 1)","(0, 2, 1, 24)",1461.794047246767
"(2, 1, 2)","(0, 2, 1, 24)",1462.393373787928
"(0, 1, 0)","(2, 2, 2, 24)",1462.427070286412
"(2, 2, 2)","(2, 2, 0, 24)",1462.4938309887089
"(0, 1, 2)","(1, 2, 1, 24)",1462.5605656044693
"(1, 1, 2)","(0, 2, 1, 24)",1462.5703998481526
