pdq,Spdq,aic
"(0, 1, 2)","(1, 2, 0, 24)",8.0
"(1, 2, 2)","(1, 2, 0, 24)",10.0
"(1, 1, 2)","(2, 1, 2, 24)",16.0
"(1, 1, 2)","(2, 2, 2, 24)",16.0
"(1, 2, 1)","(0, 2, 2, 24)",1591.4085342172764
"(0, 2, 1)","(2, 2, 1, 24)",1591.6132121684998
"(2, 2, 2)","(0, 2, 2, 24)",1596.0385039496866
"(0, 2, 1)","(2, 2, 0, 24)",1599.884085460784
"(0, 1, 1)","(1, 2, 1, 24)",1606.515521395768
"(0, 1, 0)","(1, 2, 1, 24)",1607.3656137377343
"(2, 1, 1)","(0, 2, 2, 24)",1609.6065147093977
"(0, 1, 0)","(2, 2, 0, 24)",1614.4116512434832
"(0, 2, 1)","(0, 2, 1, 24)",1617.6494904040267
"(1, 2, 2)","(0, 2, 1, 24)",1617.7098592521468
"(2, 1, 0)","(2, 2, 0, 24)",1617.8978026068708
"(0, 2, 2)","(0, 2, 1, 24)",1618.5335904648343
"(1, 2, 1)","(0, 2, 1, 24)",1618.7744606240992
"(0, 2, 1)","(1, 2, 0, 24)",1620.029281057151
"(0, 2, 0)","(1, 2, 1, 24)",1626.9651316124318
"(2, 2, 2)","(2, 2, 0, 24)",1632.8072867589326
"(2, 2, 2)","(1, 2, 0, 24)",1633.427847318242
"(1, 0, 2)","(0, 2, 2, 24)",1633.6558595736485
"(1, 1, 2)","(0, 2, 1, 24)",1634.0192423092087
"(0, 1, 0)","(0, 2, 1, 24)",1634.894712233022
"(0, 1, 1)","(0, 2, 1, 24)",1635.273482370427
"(2, 1, 1)","(0, 2, 1, 24)",1635.6059796347615
"(0, 1, 1)","(1, 2, 0, 24)",1635.861349191076
"(2, 0, 0)","(1, 2, 1, 24)",1635.9761442665529
"(1, 0, 0)","(1, 2, 1, 24)",1636.6796990329601
"(0, 1, 0)","(1, 2, 0, 24)",1636.9918760964845
"(1, 1, 0)","(1, 2, 0, 24)",1637.2767548031375
"(1, 2, 0)","(1, 2, 0, 24)",1638.010917882265
"(2, 0, 1)","(1, 2, 2, 24)",1638.2953659029438
"(0, 2, 2)","(1, 2, 1, 24)",1638.46647248868
"(1, 0, 0)","(2, 2, 0, 24)",1638.5645598677052
"(0, 2, 2)","(2, 2, 0, 24)",1638.6805697683913
"(2, 1, 2)","(0, 2, 1, 24)",1639.1580837501795
"(0, 2, 2)","(2, 2, 1, 24)",1639.458628262554
"(2, 0, 2)","(1, 2, 1, 24)",1639.499276668456
"(0, 2, 2)","(1, 2, 2, 24)",1639.6128299125003
"(2, 0, 1)","(1, 2, 1, 24)",1639.646063996863
