pdq,Spdq,aic
"(0, 1, 1)","(2, 0, 2, 24)",12.0
"(1, 0, 1)","(2, 0, 2, 24)",344.2385198910354
"(1, 2, 1)","(0, 2, 1, 24)",1435.4705738052453
"(0, 2, 1)","(0, 2, 1, 24)",1435.5370160053674
"(0, 2, 2)","(0, 2, 1, 24)",1435.7500518156157
"(1, 2, 1)","(1, 2, 1, 24)",1436.2513535248183
"(0, 2, 2)","(1, 2, 1, 24)",1436.713566621943
"(0, 2, 1)","(1, 2, 1, 24)",1436.7408285937913
"(0, 2, 1)","(0, 2, 2, 24)",1436.8632286743211
"(0, 2, 2)","(0, 2, 2, 24)",1436.9104839134668
"(2, 2, 2)","(0, 2, 1, 24)",1437.1158298784228
"(2, 2, 1)","(1, 2, 1, 24)",1437.6509630200296
"(2, 2, 1)","(0, 2, 1, 24)",1437.774584086699
"(2, 1, 2)","(0, 2, 1, 24)",1437.9497735325942
"(1, 2, 1)","(2, 2, 1, 24)",1438.0174494917292
"(1, 2, 2)","(0, 2, 1, 24)",1438.0396919648626
"(1, 2, 1)","(1, 2, 2, 24)",1438.1436112306942
"(2, 2, 2)","(1, 2, 1, 24)",1438.3580541368854
"(2, 2, 1)","(0, 2, 2, 24)",1438.4034431954337
"(2, 2, 0)","(0, 2, 1, 24)",1438.4477171140027
"(2, 2, 2)","(0, 2, 2, 24)",1438.514781471972
"(1, 1, 1)","(1, 2, 1, 24)",1438.654517513556
"(1, 2, 2)","(1, 2, 1, 24)",1438.6551895333462
"(0, 2, 1)","(2, 2, 1, 24)",1438.658908711791
"(1, 1, 1)","(0, 2, 2, 24)",1438.6622757769958
"(1, 2, 2)","(0, 2, 2, 24)",1438.8618726190532
"(1, 1, 0)","(1, 2, 1, 24)",1439.1335797977092
"(2, 2, 0)","(1, 2, 1, 24)",1439.3462924353018
"(0, 1, 1)","(0, 2, 1, 24)",1439.4104147006956
"(1, 1, 0)","(0, 2, 1, 24)",1439.4333128175838
"(0, 2, 1)","(1, 2, 2, 24)",1439.5324310710055
"(1, 1, 1)","(0, 2, 1, 24)",1439.8413254561372
"(2, 2, 2)","(2, 2, 1, 24)",1439.9543834545739
"(0, 1, 1)","(1, 2, 2, 24)",1440.0960176557146
"(0, 1, 1)","(2, 2, 1, 24)",1440.1191626702096
"(1, 1, 2)","(1, 2, 1, 24)",1440.1850952920227
"(2, 2, 2)","(1, 2, 2, 24)",1440.197162976181
"(0, 1, 2)","(1, 2, 1, 24)",1440.2738944643534
"(2, 1, 1)","(1, 2, 1, 24)",1440.4013881368126
"(1, 2, 2)","(2, 2, 1, 24)",1440.5337530242173
"(1, 2, 2)","(1, 2, 2, 24)",1440.6026311751868
"(1, 1, 2)","(0, 2, 2, 24)",1440.6588490778074
"(0, 1, 2)","(0, 2, 2, 24)",1440.6924539260792
"(1, 1, 1)","(1, 2, 2, 24)",1440.9081334726916
"(0, 1, 2)","(0, 2, 1, 24)",1441.4074533224073
"(1, 1, 2)","(0, 2, 1, 24)",1441.43550323361
"(0, 1, 0)","(0, 2, 1, 24)",1441.6822448423395
"(2, 1, 2)","(1, 2, 1, 24)",1441.693123892006
"(2, 1, 2)","(0, 2, 2, 24)",1441.7959762512103
"(2, 2, 2)","(2, 2, 2, 24)",1441.8713408315455
"(1, 1, 2)","(1, 2, 2, 24)",1442.11615471697
"(1, 1, 2)","(2, 2, 1, 24)",1442.1262800050733
"(0, 1, 2)","(1, 2, 2, 24)",1442.2029877139048
"(0, 1, 2)","(2, 2, 1, 24)",1442.218905603922
"(1, 2, 2)","(2, 2, 2, 24)",1442.4471648961842
"(2, 2, 0)","(1, 2, 2, 24)",1442.453550054148
"(0, 1, 1)","(1, 2, 1, 24)",1442.6172547385825
"(1, 2, 2)","(2, 2, 0, 24)",1442.6623991516433
"(0, 1, 1)","(0, 2, 2, 24)",1442.6728136732315
"(2, 2, 1)","(2, 2, 0, 24)",1443.3660102508159
"(2, 1, 2)","(1, 2, 2, 24)",1443.4460791157646
"(0, 1, 0)","(1, 2, 2, 24)",1443.5855386201383
"(2, 2, 2)","(2, 2, 0, 24)",1443.633316612297
"(2, 1, 2)","(2, 2, 1, 24)",1443.7004724379258
"(1, 1, 2)","(2, 2, 2, 24)",1443.7866778550983
"(2, 1, 0)","(0, 2, 1, 24)",1443.815563511574
"(2, 1, 1)","(0, 2, 1, 24)",1443.9183023117587
"(2, 1, 1)","(0, 2, 2, 24)",1444.1151796081465
"(0, 2, 2)","(2, 2, 1, 24)",1444.227671321779
"(0, 2, 2)","(1, 2, 2, 24)",1444.2280617856352
"(2, 1, 0)","(1, 2, 1, 24)",1444.2361481872665
"(2, 1, 0)","(0, 2, 2, 24)",1444.2863979289398
"(0, 2, 2)","(2, 2, 0, 24)",1444.554243300228
"(2, 1, 2)","(2, 2, 2, 24)",1444.7752881913189
"(0, 1, 2)","(2, 2, 2, 24)",1444.82139906536
"(1, 1, 0)","(0, 2, 2, 24)",1444.9739737284094
"(1, 1, 1)","(2, 2, 1, 24)",1445.136480825962
"(0, 1, 2)","(2, 2, 0, 24)",1445.4251196018704
"(1, 1, 2)","(2, 2, 0, 24)",1445.7435574173808
"(0, 1, 0)","(2, 2, 2, 24)",1445.9787378000435
"(2, 1, 1)","(1, 2, 2, 24)",1446.0540176321367
"(0, 1, 1)","(2, 2, 0, 24)",1446.0802305016084
"(2, 1, 1)","(2, 2, 1, 24)",1446.143292396102
"(0, 2, 2)","(2, 2, 2, 24)",1446.228390545821
"(2, 1, 0)","(1, 2, 2, 24)",1446.2356908810805
"(2, 1, 0)","(2, 2, 1, 24)",1446.2360895661786
"(0, 1, 1)","(2, 2, 2, 24)",1446.2720828085426
"(1, 1, 1)","(2, 2, 2, 24)",1446.5730245846707
"(1, 1, 0)","(2, 2, 1, 24)",1446.96116184221
"(1, 1, 0)","(1, 2, 2, 24)",1447.005155485491
"(1, 1, 1)","(2, 2, 0, 24)",1447.6192657895076
"(2, 1, 1)","(2, 2, 2, 24)",1447.6253247910277
"(2, 1, 0)","(2, 2, 0, 24)",1447.642945482791
"(1, 2, 0)","(0, 2, 1, 24)",1447.7777028091555
"(1, 2, 0)","(0, 2, 2, 24)",1447.7970165291563
"(2, 1, 2)","(2, 2, 0, 24)",1447.7972974160175
"(2, 1, 0)","(2, 2, 2, 24)",1447.8465648431195
"(1, 1, 0)","(2, 2, 0, 24)",1448.3320329237733
"(0, 1, 0)","(0, 2, 2, 24)",1448.6770681140165
"(1, 1, 0)","(2, 2, 2, 24)",1448.6887932595753
"(1, 2, 0)","(2, 2, 1, 24)",1449.013963460518
"(0, 1, 0)","(2, 2, 0, 24)",1449.119959800912
"(1, 2, 1)","(0, 2, 2, 24)",1449.18975512116
"(2, 1, 1)","(2, 2, 0, 24)",1449.3661359371702
