pdq,Spdq,aic
"(2, 2, 2)","(0, 2, 1, 36)",980.4094423465111
"(2, 2, 2)","(1, 2, 1, 36)",982.3811566746676
"(0, 2, 1)","(0, 2, 2, 36)",982.9286344150021
"(2, 2, 1)","(0, 2, 1, 36)",982.9868252995601
"(0, 2, 2)","(0, 2, 1, 36)",983.0465631315628
"(1, 2, 1)","(0, 2, 2, 36)",983.2042292001074
"(2, 2, 2)","(1, 2, 2, 36)",983.6774446576318
"(0, 2, 1)","(2, 2, 0, 36)",983.9973720991004
"(0, 2, 2)","(0, 2, 2, 36)",984.3430355727952
"(1, 2, 2)","(0, 2, 1, 36)",984.6160642117023
"(1, 2, 1)","(2, 2, 2, 36)",984.6989003225292
"(0, 2, 2)","(1, 2, 2, 36)",985.1745364978642
"(0, 2, 1)","(2, 2, 1, 36)",985.2160732531511
"(1, 2, 1)","(2, 2, 1, 36)",985.2419384921775
"(0, 2, 1)","(1, 2, 1, 36)",985.3479913456522
"(2, 2, 1)","(1, 2, 1, 36)",985.706755068608
"(2, 2, 2)","(2, 2, 0, 36)",985.7757894357471
"(1, 2, 1)","(1, 2, 1, 36)",986.2969708690744
"(2, 2, 0)","(1, 2, 1, 36)",986.3215795329804
"(1, 2, 2)","(0, 2, 2, 36)",986.4628399030018
"(0, 2, 1)","(2, 2, 2, 36)",986.9267101338901
"(1, 2, 1)","(0, 2, 1, 36)",986.9355273731436
"(2, 2, 1)","(1, 2, 2, 36)",986.9842749624464
"(0, 2, 1)","(0, 2, 1, 36)",987.3058590277451
"(2, 2, 2)","(2, 2, 1, 36)",987.3270075219723
"(1, 2, 2)","(2, 2, 1, 36)",987.880159898934
"(1, 2, 2)","(1, 2, 2, 36)",987.888429107383
"(2, 2, 2)","(2, 2, 2, 36)",989.2724028428337
"(2, 2, 2)","(0, 2, 2, 36)",989.332187293938
"(1, 2, 2)","(1, 2, 1, 36)",989.3481256852666
"(2, 2, 0)","(2, 2, 0, 36)",990.2099021247154
"(0, 2, 1)","(1, 2, 2, 36)",990.4882053607251
"(1, 2, 1)","(1, 2, 2, 36)",991.2168719717743
"(2, 1, 1)","(1, 2, 1, 36)",991.3870931425369
"(2, 2, 0)","(2, 2, 1, 36)",991.7680642423109
"(0, 1, 1)","(0, 2, 1, 36)",992.1257523069614
"(2, 1, 1)","(1, 2, 2, 36)",992.181529352475
"(2, 2, 1)","(2, 2, 0, 36)",992.6593010087503
"(2, 2, 0)","(0, 2, 1, 36)",993.1240342790937
"(1, 1, 0)","(0, 2, 1, 36)",993.1460440775323
"(2, 1, 2)","(1, 2, 1, 36)",993.2935771249294
"(1, 1, 2)","(0, 2, 1, 36)",993.5346020997508
"(2, 2, 0)","(2, 2, 2, 36)",993.7241448020691
"(0, 1, 2)","(0, 2, 1, 36)",993.9969272518504
"(2, 2, 1)","(2, 2, 1, 36)",994.2359452020587
"(1, 1, 2)","(0, 2, 2, 36)",994.5768714647883
"(2, 2, 0)","(0, 2, 2, 36)",995.0971734627303
"(1, 1, 0)","(0, 2, 2, 36)",995.13909789819
"(2, 2, 0)","(1, 2, 2, 36)",995.2485239379982
"(2, 2, 1)","(0, 2, 2, 36)",995.6335353218116
"(2, 2, 1)","(2, 2, 2, 36)",996.194887406017
"(0, 1, 0)","(0, 2, 2, 36)",996.2942930582689
"(2, 1, 2)","(1, 2, 2, 36)",996.3382702193336
"(2, 1, 1)","(2, 2, 0, 36)",996.6222120460712
"(2, 1, 1)","(0, 2, 1, 36)",996.6884193755503
"(1, 1, 0)","(1, 2, 2, 36)",997.1602000211316
"(2, 1, 0)","(0, 2, 1, 36)",997.4717571316911
"(2, 1, 1)","(2, 2, 1, 36)",997.6035900135188
"(2, 1, 2)","(2, 2, 0, 36)",997.6074293685979
"(0, 1, 0)","(1, 2, 2, 36)",997.6740033815298
"(2, 1, 1)","(0, 2, 2, 36)",997.8962401203759
"(2, 1, 2)","(0, 2, 1, 36)",997.9908030992922
"(2, 1, 0)","(2, 2, 0, 36)",998.0472877875369
"(2, 1, 0)","(0, 2, 2, 36)",998.4349375340701
"(0, 1, 0)","(0, 2, 1, 36)",998.5918261522332
"(2, 1, 2)","(2, 2, 1, 36)",998.6178179115991
"(2, 1, 0)","(1, 2, 1, 36)",998.7365247629914
"(2, 1, 0)","(2, 2, 1, 36)",998.8515503219094
"(2, 1, 2)","(0, 2, 2, 36)",999.2902615094113
"(1, 1, 2)","(1, 2, 2, 36)",999.3615815936863
"(2, 1, 1)","(2, 2, 2, 36)",999.3918523231921
"(2, 1, 0)","(1, 2, 2, 36)",999.5309853979786
"(1, 2, 2)","(2, 2, 0, 36)",1000.2786492037237
"(0, 1, 0)","(2, 2, 2, 36)",1000.2894656584018
"(0, 1, 1)","(2, 2, 0, 36)",1000.310339052424
"(1, 1, 2)","(2, 2, 0, 36)",1000.3348885824556
"(1, 1, 1)","(0, 2, 1, 36)",1000.3985808962042
"(2, 1, 2)","(2, 2, 2, 36)",1000.4611157935979
"(1, 1, 0)","(2, 2, 0, 36)",1000.529026772154
"(2, 1, 0)","(2, 2, 2, 36)",1000.6655730629202
"(1, 1, 1)","(2, 2, 0, 36)",1001.1594731465664
"(0, 1, 1)","(0, 2, 2, 36)",1001.1950490558968
"(0, 1, 1)","(1, 2, 1, 36)",1001.3037474538459
"(1, 1, 2)","(1, 2, 1, 36)",1001.4399917005578
"(1, 1, 2)","(2, 2, 1, 36)",1001.5006979170058
"(0, 1, 1)","(2, 2, 1, 36)",1001.5662999871076
"(1, 2, 1)","(2, 2, 0, 36)",1001.6839535296231
"(1, 1, 0)","(2, 2, 1, 36)",1001.8797633136472
"(1, 1, 1)","(0, 2, 2, 36)",1001.9692934399876
"(1, 1, 1)","(1, 2, 1, 36)",1002.096385199306
"(1, 1, 1)","(2, 2, 1, 36)",1002.2837582843372
"(1, 1, 0)","(1, 2, 1, 36)",1002.303225574741
"(0, 1, 1)","(1, 2, 2, 36)",1002.4476270514058
"(1, 1, 1)","(1, 2, 2, 36)",1003.1847091823704
"(1, 1, 2)","(2, 2, 2, 36)",1003.3717563493246
"(0, 1, 1)","(2, 2, 2, 36)",1003.4544166501014
"(0, 1, 2)","(2, 2, 0, 36)",1003.6566678447862
"(1, 1, 0)","(2, 2, 2, 36)",1003.7809656303779
"(1, 2, 0)","(1, 2, 1, 36)",1003.7912743951329
"(1, 1, 1)","(2, 2, 2, 36)",1004.1461842357942
"(1, 2, 2)","(2, 2, 2, 36)",1004.1581232902798
"(1, 2, 0)","(0, 2, 1, 36)",1004.7412258081955
"(0, 1, 2)","(2, 2, 1, 36)",1005.1062230916666
"(0, 1, 2)","(0, 2, 2, 36)",1005.1604223742087
"(0, 1, 2)","(1, 2, 1, 36)",1005.2627901184346
"(0, 1, 2)","(1, 2, 2, 36)",1006.3765020165985
"(0, 1, 2)","(2, 2, 2, 36)",1007.0265400849698
"(0, 1, 0)","(2, 2, 0, 36)",1008.6802469924704
"(0, 1, 0)","(2, 2, 1, 36)",1010.112775250983
"(0, 2, 2)","(2, 2, 0, 36)",1010.9025586868908
"(2, 2, 1)","(1, 2, 0, 36)",1011.5468392376799
"(0, 1, 0)","(1, 2, 1, 36)",1011.7094143892131
"(2, 1, 2)","(0, 2, 0, 36)",1012.2427740447382
"(2, 2, 2)","(1, 2, 0, 36)",1012.4017277986267
"(0, 2, 0)","(2, 2, 0, 36)",1012.5233492478776
"(0, 2, 2)","(2, 2, 1, 36)",1012.8204135717972
"(1, 2, 0)","(2, 2, 0, 36)",1012.9426447034509
"(0, 2, 2)","(1, 2, 1, 36)",1013.0344637579684
"(2, 1, 2)","(1, 2, 0, 36)",1013.162493621819
"(1, 2, 2)","(1, 2, 0, 36)",1013.3846669497424
"(1, 2, 1)","(1, 2, 0, 36)",1013.882958990753
"(0, 2, 1)","(1, 2, 0, 36)",1014.3767005931019
"(0, 2, 2)","(2, 2, 2, 36)",1014.8180401087044
"(1, 2, 0)","(2, 2, 1, 36)",1014.8849497515321
"(1, 2, 0)","(0, 2, 2, 36)",1015.327284107826
"(1, 2, 0)","(2, 2, 2, 36)",1016.8841280796402
"(1, 2, 0)","(1, 2, 2, 36)",1017.1267537729675
"(1, 0, 1)","(1, 2, 1, 36)",1017.1948127642999
"(2, 2, 0)","(1, 2, 0, 36)",1018.5136394933402
"(0, 2, 2)","(1, 2, 0, 36)",1018.5516602898796
"(1, 0, 1)","(0, 2, 1, 36)",1018.6939906923471
"(1, 0, 1)","(1, 2, 0, 36)",1018.8445647849401
"(0, 1, 1)","(1, 2, 0, 36)",1018.9766738413522
"(1, 0, 0)","(1, 2, 1, 36)",1019.0373441227674
"(1, 0, 1)","(2, 2, 1, 36)",1019.0813295899302
"(1, 0, 1)","(1, 2, 2, 36)",1019.0905333892048
"(2, 1, 1)","(1, 2, 0, 36)",1019.1035753741417
"(2, 0, 1)","(1, 2, 1, 36)",1019.1257482622988
"(2, 0, 0)","(1, 2, 1, 36)",1019.5093816886605
"(1, 2, 1)","(0, 2, 0, 36)",1019.5622375371358
"(0, 0, 0)","(1, 2, 1, 36)",1019.8855050128957
"(0, 0, 1)","(1, 2, 1, 36)",1019.9605742612027
"(2, 0, 2)","(1, 2, 1, 36)",1020.1318262442031
"(1, 0, 1)","(0, 2, 2, 36)",1020.1477772680108
"(1, 0, 1)","(2, 2, 0, 36)",1020.2717380371993
"(1, 0, 0)","(0, 2, 1, 36)",1020.3116667670565
"(1, 0, 0)","(1, 2, 0, 36)",1020.3706504591316
"(2, 1, 0)","(1, 2, 0, 36)",1020.3809669321173
"(1, 0, 1)","(2, 2, 2, 36)",1020.4152500933673
"(1, 0, 2)","(1, 2, 1, 36)",1020.5962975494308
"(2, 0, 1)","(0, 2, 1, 36)",1020.6515988646818
"(2, 0, 1)","(1, 2, 0, 36)",1020.8009889025061
"(0, 0, 1)","(0, 2, 1, 36)",1020.9694710265676
"(1, 0, 0)","(2, 2, 1, 36)",1021.0181184571334
"(1, 0, 0)","(1, 2, 2, 36)",1021.0193296030275
"(0, 0, 1)","(1, 2, 0, 36)",1021.0208027012444
"(2, 0, 1)","(2, 2, 1, 36)",1021.0276677602787
"(2, 0, 1)","(1, 2, 2, 36)",1021.0338598096935
"(1, 1, 1)","(1, 2, 0, 36)",1021.0591532668498
"(2, 0, 0)","(0, 2, 1, 36)",1021.079630645174
"(2, 0, 2)","(0, 2, 1, 36)",1021.1081586504058
"(0, 1, 2)","(1, 2, 0, 36)",1021.155562728866
"(2, 0, 0)","(1, 2, 0, 36)",1021.1572752360807
"(0, 0, 2)","(1, 2, 1, 36)",1021.2176559705142
"(1, 1, 0)","(1, 2, 0, 36)",1021.226713186443
"(2, 0, 2)","(1, 2, 0, 36)",1021.2994123595795
"(2, 2, 1)","(0, 2, 0, 36)",1021.4223750062922
"(1, 1, 2)","(1, 2, 0, 36)",1021.4662216216511
"(1, 0, 2)","(0, 2, 1, 36)",1021.4730456746038
"(2, 0, 0)","(2, 2, 1, 36)",1021.5046907466723
"(2, 0, 0)","(1, 2, 2, 36)",1021.5050116242271
"(1, 0, 2)","(1, 2, 0, 36)",1021.6037795326487
"(0, 2, 2)","(0, 2, 0, 36)",1021.7704142587647
"(0, 0, 0)","(0, 2, 1, 36)",1021.8149736537447
"(0, 0, 0)","(1, 2, 0, 36)",1021.8571775260275
"(1, 0, 0)","(0, 2, 2, 36)",1021.8796799688771
"(1, 0, 0)","(0, 2, 0, 36)",1021.9369965255773
"(0, 0, 1)","(2, 2, 1, 36)",1021.9408932382969
"(0, 0, 1)","(1, 2, 2, 36)",1021.9420445038227
"(1, 0, 0)","(2, 2, 0, 36)",1021.9535206015217
"(2, 0, 2)","(1, 2, 2, 36)",1022.0609129430909
"(2, 0, 2)","(2, 2, 1, 36)",1022.0736607377403
"(2, 0, 1)","(0, 2, 2, 36)",1022.095450515558
"(2, 0, 1)","(2, 2, 0, 36)",1022.2185996136474
"(0, 0, 2)","(0, 2, 1, 36)",1022.2640141831423
"(0, 0, 1)","(0, 2, 0, 36)",1022.3180636836202
"(0, 0, 0)","(1, 2, 2, 36)",1022.3186527719888
