pdq,Spdq,aic
"(2, 0, 1)","(0, 1, 1, 24)",10.0
"(2, 0, 1)","(0, 1, 2, 24)",12.0
"(0, 2, 1)","(0, 2, 1, 24)",1445.2231198943925
"(0, 2, 2)","(0, 2, 1, 24)",1445.9774460980486
"(1, 2, 2)","(0, 2, 1, 24)",1446.256363293304
"(2, 2, 1)","(0, 2, 1, 24)",1447.180787887065
"(1, 2, 1)","(0, 2, 2, 24)",1448.0390240406737
"(2, 2, 1)","(1, 2, 1, 24)",1449.006177504726
"(2, 2, 1)","(0, 2, 2, 24)",1449.0519758905104
"(1, 2, 2)","(1, 2, 1, 24)",1450.7974869137167
"(1, 2, 2)","(0, 2, 2, 24)",1450.8137155424301
"(2, 2, 2)","(0, 2, 1, 24)",1451.1010957368617
"(1, 1, 1)","(1, 2, 1, 24)",1451.359315888116
"(2, 2, 2)","(1, 2, 1, 24)",1451.3706460821468
"(2, 2, 2)","(0, 2, 2, 24)",1451.3957597049332
"(1, 1, 1)","(0, 2, 1, 24)",1451.4033844688538
"(1, 2, 2)","(2, 2, 1, 24)",1452.2463764866047
"(1, 2, 2)","(1, 2, 2, 24)",1452.6254764917885
"(0, 2, 2)","(1, 2, 1, 24)",1452.7611079860133
"(0, 2, 2)","(0, 2, 2, 24)",1452.8120927855944
"(0, 1, 0)","(0, 2, 2, 24)",1453.0275440474522
"(2, 2, 2)","(1, 2, 2, 24)",1453.2255205677732
"(2, 2, 2)","(2, 2, 1, 24)",1453.3089828661018
"(0, 1, 0)","(0, 2, 1, 24)",1453.8300665027193
"(1, 2, 2)","(2, 2, 2, 24)",1454.220050707748
"(0, 2, 2)","(2, 2, 1, 24)",1454.2686686626896
"(0, 1, 1)","(1, 2, 1, 24)",1454.3846621483565
"(1, 1, 0)","(1, 2, 1, 24)",1454.4142535073622
"(0, 2, 2)","(1, 2, 2, 24)",1454.5852421521217
"(2, 1, 2)","(0, 2, 1, 24)",1455.4554918652934
"(0, 2, 2)","(2, 2, 2, 24)",1456.2154980998494
"(0, 1, 2)","(0, 2, 1, 24)",1456.235085024527
"(2, 2, 2)","(2, 2, 2, 24)",1456.3057010991324
