pdq,Spdq,aic
"(2, 0, 2)","(1, 0, 0, 36)",120.5159531006652
"(2, 2, 2)","(2, 2, 0, 36)",967.870919396368
"(0, 2, 1)","(0, 2, 1, 36)",968.575778595269
"(1, 2, 2)","(0, 2, 1, 36)",969.2866537941775
"(2, 2, 2)","(2, 2, 1, 36)",969.8711488848414
"(0, 2, 2)","(0, 2, 1, 36)",969.9005802466625
"(0, 2, 1)","(1, 2, 1, 36)",970.4643711927641
"(2, 2, 2)","(0, 2, 1, 36)",970.7995461764772
"(1, 2, 2)","(2, 2, 0, 36)",970.9137165630373
"(2, 2, 2)","(2, 2, 2, 36)",971.8708833381191
"(2, 2, 2)","(1, 2, 2, 36)",971.9198831003307
"(2, 2, 2)","(0, 2, 2, 36)",972.2672302130953
"(2, 2, 2)","(1, 2, 1, 36)",972.4637612468129
"(0, 2, 1)","(1, 2, 2, 36)",972.4925583084214
"(0, 2, 2)","(1, 2, 2, 36)",972.5648980734708
"(1, 2, 2)","(2, 2, 1, 36)",972.8586451371033
"(1, 2, 1)","(2, 2, 0, 36)",974.4545437241818
"(1, 2, 2)","(1, 2, 2, 36)",974.8071519365687
"(1, 2, 2)","(2, 2, 2, 36)",974.8575717071544
"(0, 2, 1)","(2, 2, 0, 36)",974.8718120923626
"(1, 2, 2)","(0, 2, 2, 36)",975.0313793487262
"(2, 2, 1)","(2, 2, 0, 36)",975.0368042776497
"(1, 2, 2)","(1, 2, 1, 36)",975.3451836372316
"(1, 2, 1)","(0, 2, 1, 36)",975.3967681284942
"(2, 2, 0)","(1, 2, 2, 36)",975.5522699422559
"(2, 2, 1)","(0, 2, 1, 36)",975.9782663043061
"(1, 2, 1)","(2, 2, 1, 36)",976.1140131541271
"(0, 2, 1)","(2, 2, 1, 36)",976.6145012019219
"(2, 2, 1)","(2, 2, 1, 36)",976.6612178759724
"(2, 1, 2)","(0, 2, 2, 36)",976.6775923280105
"(1, 2, 1)","(0, 2, 2, 36)",976.9776409436223
"(1, 2, 1)","(1, 2, 1, 36)",977.1189307403655
"(2, 2, 0)","(2, 2, 0, 36)",977.2429913466692
"(1, 2, 1)","(1, 2, 2, 36)",977.5270661790696
"(2, 2, 1)","(0, 2, 2, 36)",977.6187997736806
"(0, 2, 1)","(0, 2, 2, 36)",977.6887763862961
"(2, 2, 1)","(1, 2, 1, 36)",977.7383906176889
"(1, 2, 1)","(2, 2, 2, 36)",978.0697871032748
"(2, 2, 1)","(1, 2, 2, 36)",978.1393591155703
"(0, 2, 2)","(2, 2, 0, 36)",978.1545755990222
"(0, 2, 1)","(2, 2, 2, 36)",978.5872611242227
"(2, 2, 1)","(2, 2, 2, 36)",978.6120146051871
"(2, 2, 0)","(0, 2, 1, 36)",978.6561428911356
"(2, 1, 2)","(1, 2, 2, 36)",978.6892563454243
"(2, 2, 0)","(2, 2, 1, 36)",978.8957620598569
"(2, 1, 2)","(1, 2, 1, 36)",979.0181849872394
"(0, 1, 1)","(0, 2, 2, 36)",979.1050346264938
"(0, 1, 0)","(2, 2, 1, 36)",979.3666337715558
"(0, 1, 0)","(1, 2, 1, 36)",979.6314893187565
"(2, 1, 2)","(2, 2, 0, 36)",979.6893583015624
"(2, 2, 0)","(0, 2, 2, 36)",979.8428594656399
"(0, 2, 2)","(2, 2, 1, 36)",979.9373100328735
"(2, 2, 0)","(1, 2, 1, 36)",980.0448771678057
"(1, 1, 2)","(0, 2, 2, 36)",980.2648850516568
"(2, 1, 2)","(2, 2, 2, 36)",980.3038261084315
