pdq,Spdq,aic
"(1, 0, 1)","(1, 1, 0, 60)",8.0
"(0, 2, 0)","(0, 2, 0, 60)",22.921365285611543
"(0, 1, 2)","(0, 2, 0, 60)",39.53207119702573
"(0, 1, 0)","(0, 2, 0, 60)",39.66850183010066
"(0, 1, 1)","(1, 2, 0, 60)",40.20797692753672
"(0, 1, 1)","(0, 2, 1, 60)",40.31795065066625
"(0, 1, 0)","(0, 2, 1, 60)",40.51730651494388
"(0, 1, 0)","(1, 2, 0, 60)",40.56449860138363
"(1, 1, 1)","(0, 2, 0, 60)",40.57706862225595
"(1, 1, 0)","(0, 2, 0, 60)",40.76342135800314
"(2, 1, 0)","(0, 2, 0, 60)",40.91606250419635
"(1, 1, 0)","(1, 2, 0, 60)",40.952045224469245
"(0, 1, 1)","(0, 2, 0, 60)",40.960375021477844
"(1, 1, 0)","(0, 2, 1, 60)",40.97644709426661
"(0, 1, 2)","(0, 2, 1, 60)",41.53198478372143
"(0, 1, 2)","(1, 2, 0, 60)",41.53198612719944
"(1, 1, 2)","(0, 2, 0, 60)",41.53204931635575
"(0, 1, 0)","(2, 2, 0, 60)",42.02448821297891
"(2, 1, 1)","(0, 2, 0, 60)",42.10611728793044
"(1, 1, 1)","(0, 2, 1, 60)",42.1172885216543
"(1, 1, 1)","(1, 2, 0, 60)",42.11751134230552
"(0, 1, 1)","(1, 2, 1, 60)",42.20777480947332
"(0, 1, 1)","(2, 2, 0, 60)",42.20779571988284
"(0, 1, 1)","(0, 2, 2, 60)",42.21938585913326
"(0, 1, 0)","(0, 2, 2, 60)",42.35646805448579
"(0, 1, 0)","(1, 2, 1, 60)",42.386339211881904
"(2, 1, 0)","(0, 2, 1, 60)",42.916040271285965
"(2, 1, 0)","(1, 2, 0, 60)",42.91604044952048
"(1, 1, 0)","(2, 2, 0, 60)",42.94989640218177
"(1, 1, 0)","(0, 2, 2, 60)",42.950014651445386
"(1, 1, 0)","(1, 2, 1, 60)",42.95025255287282
"(1, 1, 2)","(0, 2, 1, 60)",43.531961771012064
