pdq,Spdq,aic
"(2, 1, 1)","(1, 2, 1, 60)",12.0
"(0, 2, 0)","(0, 2, 0, 60)",21.381509169524065
"(2, 1, 1)","(0, 2, 0, 60)",36.88672183413575
"(0, 1, 2)","(0, 2, 0, 60)",37.78387537592987
"(2, 1, 0)","(0, 2, 0, 60)",39.09843565283343
"(1, 1, 0)","(1, 2, 0, 60)",39.183758704413066
"(0, 1, 0)","(1, 2, 0, 60)",39.21599629542163
"(1, 1, 0)","(0, 2, 1, 60)",39.23107093811438
"(1, 1, 0)","(1, 2, 1, 60)",39.259487080786826
"(0, 1, 0)","(0, 2, 1, 60)",39.336730373971534
"(0, 1, 1)","(0, 2, 1, 60)",39.46521789091701
"(0, 1, 1)","(1, 2, 0, 60)",39.48611175211311
"(0, 1, 2)","(0, 2, 1, 60)",39.74701733228
"(0, 1, 2)","(1, 2, 0, 60)",39.747344431692426
"(1, 1, 2)","(0, 2, 0, 60)",39.77678144345778
"(1, 1, 1)","(1, 2, 0, 60)",40.34789026865685
"(1, 1, 1)","(0, 2, 1, 60)",40.354338887199916
"(0, 1, 0)","(0, 2, 0, 60)",40.629998280844234
"(0, 1, 0)","(2, 2, 0, 60)",40.74026313812081
"(0, 1, 0)","(0, 2, 2, 60)",41.04476455706904
"(0, 1, 0)","(1, 2, 1, 60)",41.077696732789114
"(2, 1, 0)","(0, 2, 1, 60)",41.09026091226929
"(1, 1, 0)","(2, 2, 0, 60)",41.17425729880585
"(1, 1, 0)","(0, 2, 2, 60)",41.17468669869321
"(1, 1, 1)","(0, 2, 0, 60)",41.396878702236265
"(0, 1, 1)","(2, 2, 0, 60)",41.42073747765811
"(0, 1, 1)","(0, 2, 2, 60)",41.462747633374605
"(0, 1, 1)","(1, 2, 1, 60)",41.46305183500997
"(1, 1, 2)","(1, 2, 0, 60)",41.74473526928631
"(1, 1, 2)","(0, 2, 1, 60)",41.74475367637281
"(0, 1, 2)","(2, 2, 0, 60)",41.74690882781529
"(0, 1, 2)","(0, 2, 2, 60)",41.74692097116159
"(0, 1, 2)","(1, 2, 1, 60)",41.74696459153307
"(2, 1, 2)","(0, 2, 0, 60)",41.764225821615696
"(2, 1, 0)","(1, 2, 0, 60)",41.89907340924535
"(0, 1, 1)","(0, 2, 0, 60)",41.93888934916123
"(2, 1, 1)","(0, 2, 1, 60)",42.294108386529174
"(2, 1, 1)","(0, 2, 2, 60)",42.33043920293058
"(1, 1, 1)","(2, 2, 0, 60)",42.34302129454643
"(1, 1, 1)","(0, 2, 2, 60)",42.34337885581323
"(1, 1, 1)","(1, 2, 1, 60)",42.34363682927137
"(0, 1, 0)","(2, 2, 1, 60)",42.53118558056552
"(2, 1, 0)","(0, 2, 2, 60)",42.617095125929126
"(2, 1, 1)","(1, 2, 0, 60)",42.69373185320221
"(2, 1, 0)","(1, 2, 1, 60)",42.760079587843194
"(0, 1, 0)","(1, 2, 2, 60)",43.050231807390816
"(1, 1, 0)","(2, 2, 1, 60)",43.17406422357145
"(1, 1, 0)","(1, 2, 2, 60)",43.174409592166526
"(2, 1, 0)","(2, 2, 0, 60)",43.36402939475355
"(0, 1, 1)","(2, 2, 1, 60)",43.42073089087977
"(0, 1, 1)","(1, 2, 2, 60)",43.46395873207288
"(2, 1, 2)","(0, 2, 1, 60)",43.73924237335405
"(2, 1, 2)","(1, 2, 0, 60)",43.73958281064827
"(1, 1, 2)","(1, 2, 1, 60)",43.743500333246374
"(1, 1, 2)","(2, 2, 0, 60)",43.74396604946879
"(1, 1, 2)","(0, 2, 2, 60)",43.74411378184438
"(0, 1, 2)","(2, 2, 1, 60)",43.74691859994357
"(0, 1, 2)","(1, 2, 2, 60)",43.74692942042726
"(2, 1, 1)","(2, 2, 0, 60)",44.294069921817496
"(1, 1, 1)","(1, 2, 2, 60)",44.34383960126337
"(1, 1, 1)","(2, 2, 1, 60)",44.344079460366345
"(0, 1, 0)","(2, 2, 2, 60)",44.459515917890556
"(1, 1, 0)","(0, 2, 0, 60)",44.959687424355565
"(1, 1, 0)","(2, 2, 2, 60)",45.17439032320969
"(2, 1, 0)","(1, 2, 2, 60)",45.26568746958418
"(0, 1, 1)","(2, 2, 2, 60)",45.42074158603337
"(2, 1, 0)","(2, 2, 1, 60)",45.44972116126877
"(0, 1, 2)","(2, 2, 2, 60)",45.728575259543305
"(2, 1, 2)","(2, 2, 0, 60)",45.739195329559465
"(2, 1, 2)","(0, 2, 2, 60)",45.73921321617059
"(1, 1, 2)","(2, 2, 1, 60)",45.74425312010452
"(1, 1, 2)","(1, 2, 2, 60)",45.74740153125732
"(2, 1, 2)","(1, 2, 1, 60)",45.818943309763206
"(1, 1, 1)","(2, 2, 2, 60)",46.3434563534898
"(2, 1, 1)","(1, 2, 2, 60)",46.54034673693489
"(2, 1, 1)","(2, 2, 1, 60)",46.847184447182926
"(2, 1, 0)","(2, 2, 2, 60)",47.46223518970402
"(1, 1, 2)","(2, 2, 2, 60)",47.74418008897612
"(2, 1, 2)","(1, 2, 2, 60)",47.9312027973642
"(2, 1, 2)","(2, 2, 1, 60)",48.25125290573354
"(2, 1, 1)","(2, 2, 2, 60)",48.858354405971355
"(2, 1, 2)","(2, 2, 2, 60)",50.018273956498575
