pdq,Spdq,aic
"(1, 1, 0)","(1, 2, 2, 24)",10.0
"(0, 2, 1)","(0, 2, 2, 24)",1461.1177654639694
"(0, 2, 2)","(0, 2, 1, 24)",1461.5361817957084
"(1, 2, 1)","(0, 2, 1, 24)",1461.8204024077552
"(1, 2, 1)","(1, 2, 1, 24)",1462.2287254101411
"(0, 2, 2)","(0, 2, 2, 24)",1462.4818446450156
"(1, 2, 1)","(0, 2, 2, 24)",1462.567378732696
"(1, 2, 2)","(0, 2, 1, 24)",1462.8816691568575
"(0, 2, 1)","(0, 2, 1, 24)",1464.3554273068335
"(0, 2, 1)","(1, 2, 2, 24)",1464.5905884699287
"(1, 2, 2)","(1, 2, 1, 24)",1464.726815350609
"(1, 2, 1)","(1, 2, 2, 24)",1465.6861029823951
"(0, 2, 1)","(2, 2, 1, 24)",1466.5406963290286
"(1, 1, 1)","(0, 2, 1, 24)",1466.5721250739093
"(2, 2, 2)","(0, 2, 1, 24)",1466.7666355090155
"(2, 2, 2)","(0, 2, 2, 24)",1466.8793645765138
"(1, 2, 2)","(1, 2, 2, 24)",1467.6135209274569
"(1, 1, 1)","(1, 2, 1, 24)",1467.9539331968303
"(2, 1, 1)","(0, 2, 1, 24)",1468.8269917059743
"(1, 2, 2)","(0, 2, 2, 24)",1469.021327629672
"(1, 1, 2)","(1, 2, 2, 24)",1469.1474327851254
"(0, 1, 0)","(0, 2, 1, 24)",1469.2214608454833
"(2, 2, 2)","(1, 2, 1, 24)",1470.8439359697081
"(2, 1, 0)","(0, 2, 1, 24)",1472.042479030596
"(2, 1, 1)","(2, 2, 1, 24)",1472.1372258139525
"(2, 1, 0)","(1, 2, 1, 24)",1472.5929468401666
"(2, 1, 0)","(0, 2, 2, 24)",1472.697045616934
"(1, 1, 2)","(0, 2, 1, 24)",1472.7656343896033
"(2, 2, 2)","(2, 2, 1, 24)",1472.7877249170829
"(2, 2, 2)","(1, 2, 2, 24)",1472.8081518971567
"(1, 1, 2)","(0, 2, 2, 24)",1472.9380164763345
"(0, 1, 0)","(1, 2, 2, 24)",1473.0055896279919
"(1, 1, 2)","(1, 2, 1, 24)",1473.007729730633
"(2, 1, 2)","(0, 2, 1, 24)",1473.246702236295
