pdq,Spdq,aic
"(1, 1, 0)","(2, 2, 0, 24)",8.0
"(0, 1, 2)","(2, 2, 0, 24)",10.0
"(1, 1, 2)","(2, 2, 0, 24)",12.0
"(0, 2, 0)","(1, 2, 1, 24)",1604.2181232802957
"(1, 2, 2)","(0, 2, 1, 24)",1606.5354861348567
"(2, 2, 0)","(1, 2, 1, 24)",1619.3450768595003
"(2, 2, 0)","(0, 2, 2, 24)",1619.879099928564
"(2, 2, 0)","(1, 2, 2, 24)",1620.9095067965313
"(2, 2, 0)","(2, 2, 1, 24)",1620.916511998889
"(1, 2, 0)","(1, 2, 1, 24)",1621.0218711069137
"(1, 2, 0)","(0, 2, 2, 24)",1621.717930791976
"(0, 2, 1)","(1, 2, 1, 24)",1621.7404246859771
"(2, 2, 1)","(1, 2, 1, 24)",1621.91034281016
"(2, 2, 2)","(1, 2, 1, 24)",1622.0690038581497
"(2, 2, 1)","(0, 2, 2, 24)",1622.209308273582
"(0, 2, 1)","(0, 2, 2, 24)",1622.5250951680969
"(1, 2, 0)","(1, 2, 2, 24)",1622.5747234117296
"(1, 2, 0)","(2, 2, 1, 24)",1622.5814876734482
"(2, 2, 1)","(2, 2, 2, 24)",1622.8094443821776
"(2, 2, 0)","(2, 2, 2, 24)",1622.837737770331
"(2, 2, 0)","(0, 2, 1, 24)",1622.9838265498345
"(1, 2, 1)","(1, 2, 1, 24)",1623.0133941420695
"(0, 2, 1)","(1, 2, 2, 24)",1623.2950894527985
"(0, 2, 1)","(2, 2, 1, 24)",1623.2970766268727
"(2, 2, 1)","(1, 2, 2, 24)",1623.4628136047259
"(2, 2, 1)","(2, 2, 1, 24)",1623.4724431759369
"(1, 2, 1)","(0, 2, 2, 24)",1623.5406511298079
"(2, 2, 2)","(0, 2, 2, 24)",1623.6229802503108
"(1, 2, 0)","(2, 2, 2, 24)",1624.5123051034648
"(1, 2, 1)","(1, 2, 2, 24)",1624.5657821894727
"(1, 2, 1)","(2, 2, 1, 24)",1624.5734311587544
"(0, 2, 2)","(1, 2, 1, 24)",1624.7069865301287
"(0, 2, 2)","(0, 2, 2, 24)",1624.8203781125997
"(2, 2, 1)","(0, 2, 1, 24)",1625.0045397390024
"(0, 2, 1)","(2, 2, 2, 24)",1625.2468487898127
"(2, 2, 2)","(1, 2, 2, 24)",1625.6170383389626
"(1, 2, 0)","(0, 2, 1, 24)",1625.6550638467068
"(0, 2, 1)","(0, 2, 1, 24)",1625.7437203968375
"(2, 2, 2)","(2, 2, 1, 24)",1625.8727534094733
"(0, 2, 2)","(1, 2, 2, 24)",1626.23677827321
"(0, 2, 2)","(2, 2, 1, 24)",1626.2497701714026
"(1, 2, 2)","(1, 2, 1, 24)",1626.4264069692313
"(1, 2, 2)","(0, 2, 2, 24)",1626.4702549504095
"(2, 2, 2)","(0, 2, 1, 24)",1626.497363817428
"(1, 2, 1)","(2, 2, 2, 24)",1626.5071733241532
"(1, 2, 1)","(0, 2, 1, 24)",1626.7739146697882
"(2, 2, 2)","(2, 2, 2, 24)",1627.1635684292594
"(0, 2, 2)","(0, 2, 1, 24)",1627.676753039778
"(1, 2, 2)","(1, 2, 2, 24)",1627.954711242273
"(1, 2, 2)","(2, 2, 1, 24)",1627.9687674512788
"(2, 2, 0)","(2, 2, 0, 24)",1628.12861246876
"(0, 2, 2)","(2, 2, 2, 24)",1628.1789749161833
"(0, 2, 1)","(2, 2, 0, 24)",1629.5649718200582
"(1, 2, 0)","(2, 2, 0, 24)",1629.7907683620494
"(1, 2, 2)","(2, 2, 2, 24)",1629.8945459336703
"(2, 1, 1)","(0, 2, 1, 24)",1630.2049012627613
"(2, 2, 1)","(2, 2, 0, 24)",1630.4324027380922
"(1, 2, 1)","(2, 2, 0, 24)",1630.877942571721
"(0, 1, 1)","(0, 2, 1, 24)",1631.285089889755
"(0, 2, 2)","(2, 2, 0, 24)",1632.125029174513
"(0, 2, 0)","(1, 2, 2, 24)",1632.4777757476197
"(2, 2, 2)","(2, 2, 0, 24)",1632.6130859097086
"(0, 2, 0)","(0, 2, 2, 24)",1633.5485542219305
"(0, 2, 0)","(2, 2, 1, 24)",1633.6768967045066
