pdq,Spdq,aic
"(1, 2, 0)","(2, 2, 0, 24)",8.0
"(1, 2, 1)","(2, 2, 1, 24)",1575.9039741528154
"(0, 2, 0)","(2, 2, 0, 24)",1584.1750753360895
"(1, 2, 2)","(2, 2, 1, 24)",1584.8258703949969
"(2, 0, 0)","(2, 2, 1, 24)",1604.9129785281432
"(1, 1, 2)","(2, 2, 0, 24)",1605.0893291506793
"(0, 1, 0)","(2, 2, 0, 24)",1607.2987343295335
"(1, 0, 0)","(2, 2, 1, 24)",1617.1389432765484
"(1, 2, 1)","(1, 2, 1, 24)",1619.4196385179366
"(0, 2, 1)","(1, 2, 1, 24)",1625.6813643945607
"(0, 2, 1)","(0, 2, 2, 24)",1630.0195892609988
"(0, 2, 1)","(2, 2, 0, 24)",1630.6692119104102
"(2, 2, 1)","(2, 2, 0, 24)",1630.9430147951825
"(1, 2, 1)","(2, 2, 0, 24)",1631.3030933756122
"(2, 0, 0)","(2, 2, 0, 24)",1631.479296082082
"(0, 2, 1)","(2, 2, 1, 24)",1631.5112689194184
"(2, 2, 1)","(2, 2, 1, 24)",1631.7410827986675
"(0, 2, 1)","(0, 2, 1, 24)",1633.0055790797028
"(0, 2, 1)","(2, 2, 2, 24)",1633.2360007537757
"(2, 2, 0)","(2, 2, 0, 24)",1633.4990441006169
"(2, 2, 1)","(2, 2, 2, 24)",1633.5487135033259
"(1, 2, 1)","(2, 2, 2, 24)",1633.9849611814996
"(1, 0, 2)","(2, 2, 0, 24)",1634.248144228899
"(2, 2, 0)","(2, 2, 1, 24)",1634.3819743511415
"(2, 2, 2)","(2, 2, 0, 24)",1635.0754682058232
"(0, 1, 1)","(1, 2, 1, 24)",1635.1714239895216
"(2, 2, 0)","(2, 2, 2, 24)",1636.095645353888
"(1, 2, 2)","(2, 2, 0, 24)",1636.2206824663094
"(0, 2, 2)","(2, 2, 0, 24)",1636.2249427617016
"(2, 2, 2)","(2, 2, 1, 24)",1636.2757524431486
"(0, 2, 2)","(2, 2, 1, 24)",1637.1585995390296
"(2, 2, 2)","(2, 2, 2, 24)",1638.023045541344
"(2, 0, 2)","(2, 2, 1, 24)",1638.7808957023249
"(0, 2, 2)","(2, 2, 2, 24)",1638.918612790615
"(1, 2, 2)","(2, 2, 2, 24)",1639.0940608213637
"(0, 1, 0)","(2, 2, 2, 24)",1640.5816438540414
"(1, 1, 0)","(2, 2, 1, 24)",1640.650185216035
"(1, 1, 0)","(2, 2, 0, 24)",1640.7120548260862
"(2, 1, 0)","(2, 2, 0, 24)",1642.2825207781593
"(2, 1, 0)","(2, 2, 1, 24)",1642.440954990458
"(2, 2, 1)","(1, 2, 2, 24)",1642.4669566534374
"(1, 2, 1)","(1, 2, 2, 24)",1642.5124566107183
"(1, 1, 0)","(2, 2, 2, 24)",1642.633074864152
"(0, 1, 1)","(2, 2, 0, 24)",1642.8852595780256
"(0, 1, 1)","(2, 2, 1, 24)",1642.913160002497
"(2, 0, 1)","(2, 2, 0, 24)",1643.1749659837951
"(1, 1, 1)","(2, 2, 0, 24)",1644.0942951807942
"(1, 1, 1)","(2, 2, 1, 24)",1644.2476058882662
"(2, 1, 0)","(2, 2, 2, 24)",1644.4265020355715
"(0, 1, 1)","(2, 2, 2, 24)",1644.891629712424
"(2, 1, 1)","(2, 2, 0, 24)",1645.252892507042
"(2, 1, 1)","(2, 2, 1, 24)",1645.4632296612253
"(2, 2, 1)","(1, 2, 1, 24)",1645.5257932422453
"(0, 1, 2)","(2, 2, 0, 24)",1646.0623085825641
"(2, 2, 0)","(1, 2, 2, 24)",1646.210705884559
"(1, 1, 1)","(2, 2, 2, 24)",1646.2322445569464
"(0, 1, 2)","(2, 2, 1, 24)",1646.383025423398
"(1, 2, 0)","(2, 2, 1, 24)",1646.4162704824748
"(0, 2, 1)","(1, 2, 2, 24)",1646.5105878579216
"(2, 1, 2)","(2, 2, 0, 24)",1646.5518469048695
"(2, 2, 2)","(1, 2, 2, 24)",1646.6172967804252
"(0, 1, 0)","(1, 2, 1, 24)",1646.8767728736557
"(2, 1, 1)","(2, 2, 2, 24)",1647.4483597324381
"(2, 1, 2)","(2, 2, 1, 24)",1647.5456031921028
"(1, 1, 2)","(2, 2, 1, 24)",1648.0301802064546
"(1, 2, 0)","(2, 2, 2, 24)",1648.1485348724323
"(0, 1, 2)","(2, 2, 2, 24)",1648.3631565092423
"(0, 2, 2)","(1, 2, 2, 24)",1648.4135870482703
"(2, 1, 2)","(2, 2, 2, 24)",1649.505429316049
"(0, 2, 2)","(1, 2, 1, 24)",1649.620591412664
"(2, 2, 2)","(1, 2, 1, 24)",1649.6298885512106
"(1, 2, 2)","(1, 2, 1, 24)",1649.7704515598693
"(1, 1, 2)","(2, 2, 2, 24)",1650.007269866245
"(0, 1, 0)","(1, 2, 2, 24)",1650.0834874504199
"(1, 2, 1)","(0, 2, 2, 24)",1650.2559672798893
"(2, 2, 0)","(1, 2, 1, 24)",1650.314181810076
"(2, 2, 1)","(0, 2, 2, 24)",1650.53467436672
"(1, 1, 0)","(1, 2, 2, 24)",1651.821004577472
"(0, 2, 2)","(0, 2, 2, 24)",1653.0294420323905
"(1, 2, 1)","(0, 2, 1, 24)",1653.0954868683964
"(2, 1, 0)","(1, 2, 2, 24)",1653.288341396246
"(2, 2, 1)","(0, 2, 1, 24)",1653.615565179729
"(0, 1, 1)","(1, 2, 2, 24)",1653.648915438477
"(1, 1, 0)","(1, 2, 1, 24)",1654.1353482152438
"(1, 2, 2)","(0, 2, 2, 24)",1654.274650272996
"(2, 2, 0)","(0, 2, 2, 24)",1654.6821104135877
"(2, 2, 2)","(0, 2, 2, 24)",1654.7417933029756
"(1, 1, 1)","(1, 2, 2, 24)",1654.9129275258083
"(0, 2, 2)","(0, 2, 1, 24)",1655.607818211487
"(2, 1, 0)","(1, 2, 1, 24)",1655.9106384364263
"(2, 1, 1)","(1, 2, 2, 24)",1656.1042632425745
"(1, 2, 0)","(1, 2, 2, 24)",1656.2767723532966
"(2, 1, 2)","(1, 2, 2, 24)",1656.3736104171348
"(0, 1, 2)","(1, 2, 2, 24)",1656.499253322965
"(1, 2, 2)","(0, 2, 1, 24)",1657.0595951628068
"(1, 1, 1)","(1, 2, 1, 24)",1657.3135585580512
"(2, 2, 2)","(0, 2, 1, 24)",1657.5939885586936
"(0, 1, 0)","(0, 2, 2, 24)",1657.6230380572977
"(1, 1, 2)","(1, 2, 2, 24)",1658.3047051721796
"(0, 2, 1)","(1, 2, 0, 24)",1658.3797300988172
"(2, 1, 1)","(1, 2, 1, 24)",1658.669973744061
"(0, 1, 2)","(1, 2, 1, 24)",1658.8226756428467
"(2, 1, 2)","(1, 2, 1, 24)",1658.993824194118
"(2, 2, 0)","(0, 2, 1, 24)",1659.5123919860166
"(1, 2, 0)","(1, 2, 1, 24)",1659.8055228380226
"(1, 1, 0)","(0, 2, 2, 24)",1660.13451040807
"(1, 2, 1)","(1, 2, 0, 24)",1660.3428972227136
"(1, 1, 2)","(1, 2, 1, 24)",1660.59753806807
"(2, 2, 1)","(1, 2, 0, 24)",1661.312392275685
"(0, 1, 1)","(0, 2, 2, 24)",1661.4479989356241
"(2, 1, 0)","(0, 2, 2, 24)",1662.1741233931848
"(0, 2, 2)","(1, 2, 0, 24)",1662.1967107218766
"(0, 2, 0)","(2, 2, 2, 24)",1662.4611650882455
"(0, 2, 0)","(2, 2, 1, 24)",1662.4850091947058
"(1, 1, 1)","(0, 2, 2, 24)",1663.238689462854
"(1, 2, 2)","(1, 2, 0, 24)",1663.809124504889
"(1, 1, 0)","(0, 2, 1, 24)",1664.1524727844849
"(2, 2, 2)","(1, 2, 0, 24)",1664.6880758340449
"(0, 1, 2)","(0, 2, 2, 24)",1664.689450588334
"(2, 1, 1)","(0, 2, 2, 24)",1664.7946907695036
"(2, 1, 2)","(0, 2, 2, 24)",1665.034431809547
"(0, 1, 1)","(0, 2, 1, 24)",1665.3017233597038
"(0, 1, 0)","(0, 2, 1, 24)",1666.0611870935509
"(2, 1, 0)","(0, 2, 1, 24)",1666.3142567287957
"(2, 0, 0)","(2, 2, 2, 24)",1666.3899657164886
"(1, 2, 0)","(0, 2, 2, 24)",1666.4134751137526
"(1, 0, 0)","(2, 2, 2, 24)",1666.4611793238655
"(1, 1, 2)","(0, 2, 2, 24)",1666.5043513435496
"(1, 0, 1)","(2, 2, 1, 24)",1666.6791120034688
"(1, 1, 1)","(0, 2, 1, 24)",1667.2336911547902
"(2, 0, 1)","(2, 2, 1, 24)",1667.4509370087649
"(1, 0, 1)","(2, 2, 2, 24)",1668.343440361115
"(1, 0, 0)","(0, 2, 1, 24)",1668.477708451809
"(0, 1, 2)","(0, 2, 1, 24)",1668.542506238532
"(0, 2, 0)","(1, 2, 2, 24)",1668.602342084507
"(1, 0, 0)","(2, 2, 0, 24)",1668.6386071873978
"(0, 2, 0)","(1, 2, 1, 24)",1668.6604460784456
"(2, 1, 1)","(0, 2, 1, 24)",1668.8755827698371
"(2, 0, 1)","(2, 2, 2, 24)",1669.1950931079987
"(1, 0, 1)","(2, 2, 0, 24)",1669.493459899684
"(0, 2, 1)","(0, 2, 0, 24)",1670.0136910235
"(0, 1, 0)","(1, 2, 0, 24)",1670.2373511656197
"(1, 0, 2)","(2, 2, 1, 24)",1670.2555310729194
"(1, 1, 2)","(0, 2, 1, 24)",1670.3281296823086
"(1, 1, 1)","(1, 2, 0, 24)",1670.8903275205869
"(2, 1, 2)","(0, 2, 1, 24)",1671.8153941641444
"(1, 2, 0)","(0, 2, 1, 24)",1671.8716788217555
"(1, 2, 1)","(0, 2, 0, 24)",1671.8836973754883
"(1, 0, 2)","(2, 2, 2, 24)",1671.9672163487044
"(2, 2, 0)","(1, 2, 0, 24)",1672.2850566156467
"(2, 0, 2)","(2, 2, 0, 24)",1672.3111057527071
"(2, 0, 2)","(2, 2, 2, 24)",1672.7151409568721
"(0, 2, 2)","(0, 2, 0, 24)",1672.8282146815432
"(2, 2, 1)","(0, 2, 0, 24)",1673.374575107741
"(1, 1, 0)","(1, 2, 0, 24)",1673.7275613161587
"(2, 2, 2)","(0, 2, 0, 24)",1674.0759774425783
"(0, 1, 1)","(1, 2, 0, 24)",1674.3956869802682
"(1, 2, 2)","(0, 2, 0, 24)",1674.7209590002417
"(2, 1, 0)","(1, 2, 0, 24)",1675.8258366269868
"(0, 1, 2)","(1, 2, 0, 24)",1677.1671696150906
"(2, 0, 1)","(0, 2, 1, 24)",1677.664706044067
"(2, 1, 1)","(1, 2, 0, 24)",1678.1667200263216
"(1, 1, 2)","(1, 2, 0, 24)",1679.00416726607
"(1, 0, 0)","(0, 2, 2, 24)",1680.2328517392546
"(1, 0, 0)","(1, 2, 1, 24)",1680.438041876083
"(2, 1, 2)","(1, 2, 0, 24)",1680.7280495806663
"(1, 0, 0)","(1, 2, 2, 24)",1681.5667650959165
"(2, 0, 0)","(0, 2, 2, 24)",1681.5764635200806
"(2, 0, 0)","(1, 2, 1, 24)",1681.9524433763738
"(1, 2, 0)","(1, 2, 0, 24)",1682.4465532143324
"(1, 0, 1)","(0, 2, 2, 24)",1682.5616912449777
"(2, 0, 0)","(1, 2, 2, 24)",1682.8547782227984
"(1, 0, 1)","(1, 2, 1, 24)",1682.8973150411284
"(2, 0, 0)","(0, 2, 1, 24)",1683.7181219988151
"(1, 0, 1)","(1, 2, 2, 24)",1683.8685561342068
"(2, 0, 1)","(0, 2, 2, 24)",1683.8946884204508
"(2, 0, 1)","(1, 2, 1, 24)",1684.3871669417485
"(1, 0, 1)","(0, 2, 1, 24)",1684.5942111597283
"(2, 0, 1)","(1, 2, 2, 24)",1685.1940255652535
