pdq,Spdq,aic
"(2, 0, 1)","(1, 0, 1, 12)",12.0
"(0, 2, 2)","(0, 2, 2, 12)",1829.6639529428733
"(2, 2, 1)","(0, 2, 2, 12)",1832.9639362965313
"(2, 2, 1)","(2, 2, 1, 12)",1834.7612026350794
"(0, 2, 2)","(1, 2, 1, 12)",1837.1525916015682
"(2, 2, 1)","(1, 2, 1, 12)",1841.240085467719
"(2, 2, 1)","(2, 2, 2, 12)",1841.7906283085028
"(1, 2, 1)","(0, 2, 2, 12)",1845.1723159895
"(1, 2, 1)","(1, 2, 2, 12)",1845.561428954089
"(1, 2, 1)","(1, 2, 1, 12)",1847.4745512120414
"(2, 2, 2)","(0, 2, 2, 12)",1848.163321610748
"(1, 2, 1)","(2, 2, 2, 12)",1848.4510198161672
"(1, 2, 2)","(1, 2, 1, 12)",1849.4125486809828
"(2, 2, 2)","(2, 2, 2, 12)",1849.4386094607032
"(2, 2, 1)","(1, 2, 2, 12)",1850.138247627501
"(1, 2, 1)","(2, 2, 1, 12)",1850.3176450449464
"(0, 2, 2)","(2, 2, 1, 12)",1855.619450828243
"(0, 2, 2)","(2, 2, 0, 12)",1858.2877969958631
"(1, 2, 2)","(0, 2, 1, 12)",1858.3525809430353
"(2, 2, 2)","(2, 2, 1, 12)",1858.3991893806547
"(2, 2, 2)","(2, 2, 0, 12)",1860.7981006628354
"(2, 2, 1)","(0, 2, 1, 12)",1862.3452057592167
"(0, 2, 2)","(0, 2, 1, 12)",1862.7595800540398
"(1, 2, 1)","(2, 2, 0, 12)",1864.2379601834668
"(2, 2, 1)","(2, 2, 0, 12)",1864.829156486493
"(1, 2, 2)","(2, 2, 0, 12)",1865.6797607106996
"(2, 2, 2)","(0, 2, 1, 12)",1867.0312727097025
"(2, 2, 2)","(1, 2, 1, 12)",1871.175711867052
"(1, 2, 1)","(0, 2, 1, 12)",1872.068064870982
"(0, 2, 1)","(2, 2, 1, 12)",1873.274246642993
"(0, 2, 1)","(0, 2, 2, 12)",1873.2933467990983
"(0, 2, 1)","(1, 2, 2, 12)",1873.3072586704745
"(0, 2, 1)","(1, 2, 1, 12)",1875.430429564129
"(0, 2, 1)","(2, 2, 2, 12)",1876.0549115396095
"(1, 2, 2)","(0, 2, 2, 12)",1877.243881300922
"(2, 2, 0)","(0, 2, 2, 12)",1878.1369750212507
"(2, 2, 0)","(2, 2, 1, 12)",1878.919512584638
"(1, 1, 2)","(0, 2, 2, 12)",1881.6135508838768
"(2, 2, 0)","(2, 2, 2, 12)",1882.699506120591
"(2, 2, 0)","(1, 2, 1, 12)",1883.4333468265977
"(1, 1, 2)","(1, 2, 1, 12)",1884.137427419793
"(2, 1, 2)","(0, 2, 1, 12)",1885.390722816952
"(0, 1, 2)","(0, 2, 2, 12)",1885.718598014187
"(1, 2, 2)","(2, 2, 2, 12)",1885.7865090550843
"(0, 1, 2)","(0, 2, 1, 12)",1886.1844966272215
"(0, 1, 2)","(1, 2, 1, 12)",1886.3366206770672
"(0, 1, 2)","(2, 2, 1, 12)",1886.985406241438
"(1, 1, 2)","(0, 2, 1, 12)",1887.2241485896236
"(0, 2, 1)","(2, 2, 0, 12)",1887.5124718409202
"(2, 1, 1)","(1, 2, 1, 12)",1887.905841049193
"(2, 1, 2)","(0, 2, 2, 12)",1888.1125272870192
"(2, 1, 1)","(2, 2, 1, 12)",1888.3018093155615
"(2, 1, 1)","(0, 2, 2, 12)",1888.6939116091705
"(0, 1, 2)","(2, 2, 2, 12)",1888.9012129751554
"(0, 2, 2)","(1, 2, 0, 12)",1889.3926397263065
"(1, 2, 2)","(1, 2, 0, 12)",1890.6639181591493
"(2, 2, 1)","(1, 2, 0, 12)",1891.7017500666395
"(2, 1, 1)","(2, 2, 2, 12)",1891.8259185027152
"(2, 2, 0)","(1, 2, 2, 12)",1891.8652678668216
"(1, 2, 1)","(1, 2, 0, 12)",1893.835475825828
"(2, 1, 2)","(2, 2, 1, 12)",1894.1893444554341
"(1, 1, 2)","(1, 2, 2, 12)",1894.5146274242284
"(2, 1, 0)","(0, 2, 1, 12)",1895.0302399870106
"(1, 1, 0)","(0, 2, 2, 12)",1895.2197370227289
"(1, 1, 0)","(1, 2, 1, 12)",1895.4840677162294
"(2, 1, 0)","(1, 2, 1, 12)",1895.9433392889093
"(1, 1, 0)","(0, 2, 1, 12)",1896.0715133963217
"(2, 2, 2)","(1, 2, 2, 12)",1896.098330638315
"(2, 1, 0)","(0, 2, 2, 12)",1896.352476116086
"(2, 2, 2)","(1, 2, 0, 12)",1896.7202823596074
"(1, 1, 1)","(0, 2, 2, 12)",1897.2161104789789
"(1, 1, 0)","(2, 2, 1, 12)",1897.2230599627535
"(2, 1, 0)","(2, 2, 1, 12)",1897.2679455026257
"(0, 1, 2)","(1, 2, 2, 12)",1897.6907023226715
"(1, 2, 0)","(1, 2, 2, 12)",1897.9672711983126
"(1, 2, 0)","(2, 2, 1, 12)",1897.9954657367741
"(2, 1, 0)","(1, 2, 2, 12)",1899.0097733939572
"(1, 2, 0)","(1, 2, 1, 12)",1899.237448323906
"(2, 1, 0)","(2, 2, 2, 12)",1899.2689049701537
"(1, 1, 2)","(2, 2, 0, 12)",1899.3327687741346
"(2, 2, 0)","(2, 2, 0, 12)",1899.4450253043499
"(0, 1, 1)","(0, 2, 1, 12)",1899.4820870249614
"(1, 2, 2)","(1, 2, 2, 12)",1899.5042412675998
"(1, 1, 0)","(2, 2, 2, 12)",1899.542557149487
"(1, 2, 0)","(0, 2, 2, 12)",1899.6511753757304
"(1, 1, 0)","(1, 2, 2, 12)",1899.7890283582199
"(0, 1, 1)","(1, 2, 1, 12)",1900.033265698851
"(1, 1, 1)","(1, 2, 2, 12)",1900.46399982077
"(2, 1, 1)","(1, 2, 2, 12)",1900.9552823607703
"(0, 1, 1)","(2, 2, 1, 12)",1901.4857682369798
"(1, 1, 1)","(2, 2, 1, 12)",1901.8881601702226
"(1, 1, 1)","(1, 2, 1, 12)",1902.052900956425
"(0, 1, 0)","(0, 2, 2, 12)",1902.8980417290436
"(0, 2, 1)","(0, 2, 1, 12)",1903.008365002393
"(1, 2, 0)","(2, 2, 2, 12)",1903.1303986888552
"(0, 1, 1)","(1, 2, 2, 12)",1903.4509412698515
"(0, 1, 0)","(1, 2, 1, 12)",1903.4957646915343
"(0, 1, 1)","(2, 2, 2, 12)",1904.0254009053729
"(0, 1, 0)","(1, 2, 2, 12)",1904.2486461276985
"(0, 1, 0)","(2, 2, 1, 12)",1904.4048342091785
"(1, 1, 1)","(2, 2, 2, 12)",1906.1810405027454
"(0, 2, 2)","(2, 2, 2, 12)",1906.5415980558055
"(1, 0, 2)","(0, 2, 2, 12)",1906.9926558628695
"(0, 1, 0)","(2, 2, 2, 12)",1907.0954341157676
"(2, 2, 0)","(0, 2, 1, 12)",1907.3819999648963
"(2, 1, 2)","(1, 2, 1, 12)",1908.3197612128959
