pdq,Spdq,aic
"(0, 2, 2)","(0, 2, 2, 12)",1856.6141114141979
"(0, 2, 2)","(1, 2, 2, 12)",1858.4985843517074
"(1, 2, 2)","(0, 2, 2, 12)",1859.7542587407995
"(0, 2, 2)","(2, 2, 1, 12)",1859.8542666491949
"(0, 2, 2)","(1, 2, 1, 12)",1861.632000477077
"(2, 2, 1)","(0, 2, 2, 12)",1862.029099511779
"(1, 2, 2)","(1, 2, 1, 12)",1863.7063876803215
"(1, 2, 1)","(0, 2, 2, 12)",1864.2527754077892
"(0, 2, 2)","(2, 2, 2, 12)",1864.5382654634632
"(2, 2, 1)","(2, 2, 1, 12)",1865.262291999033
"(2, 2, 1)","(2, 2, 2, 12)",1866.0740953426257
"(2, 2, 2)","(0, 2, 2, 12)",1866.8549835964307
"(2, 2, 1)","(1, 2, 1, 12)",1866.937659861946
"(1, 2, 1)","(1, 2, 2, 12)",1867.5642495509692
"(1, 2, 1)","(2, 2, 1, 12)",1867.9918362162603
"(1, 2, 1)","(1, 2, 1, 12)",1868.8746499750587
"(1, 2, 2)","(2, 2, 2, 12)",1870.5583723221964
"(1, 2, 1)","(2, 2, 2, 12)",1873.3300254230141
"(1, 2, 2)","(2, 2, 1, 12)",1877.40020765319
"(0, 1, 1)","(0, 2, 1, 12)",1877.5970070629166
"(2, 2, 2)","(1, 2, 1, 12)",1878.5156533592278
"(0, 1, 2)","(0, 2, 1, 12)",1879.1583589587385
"(1, 1, 1)","(0, 2, 1, 12)",1879.1914767153303
"(0, 1, 2)","(0, 2, 2, 12)",1881.0766550876658
"(0, 1, 2)","(1, 2, 1, 12)",1881.090151008088
"(1, 1, 1)","(1, 2, 1, 12)",1881.1268529147073
"(1, 1, 1)","(0, 2, 2, 12)",1881.2834164055141
"(1, 1, 2)","(0, 2, 1, 12)",1881.5967434067709
"(0, 2, 1)","(0, 2, 2, 12)",1881.9269371053517
"(2, 2, 1)","(1, 2, 2, 12)",1882.5611012579002
"(2, 1, 0)","(0, 2, 1, 12)",1882.7550169733815
"(2, 1, 2)","(0, 2, 1, 12)",1883.192393991382
"(2, 1, 0)","(0, 2, 2, 12)",1883.609205219886
"(2, 1, 0)","(1, 2, 1, 12)",1883.7901035542707
"(0, 2, 2)","(0, 2, 1, 12)",1883.9170937202048
"(2, 1, 0)","(2, 2, 1, 12)",1884.7262361979276
"(1, 1, 0)","(0, 2, 2, 12)",1885.110004444082
"(0, 2, 1)","(1, 2, 1, 12)",1885.3116023545745
"(1, 1, 0)","(1, 2, 1, 12)",1885.8222669307365
"(1, 2, 2)","(0, 2, 1, 12)",1885.8911465322078
"(0, 2, 1)","(2, 2, 1, 12)",1886.1622717389366
"(1, 1, 0)","(1, 2, 2, 12)",1886.515172140939
"(1, 1, 0)","(2, 2, 1, 12)",1886.7402336815833
"(2, 1, 0)","(1, 2, 2, 12)",1886.7451001332292
"(1, 1, 0)","(0, 2, 1, 12)",1886.8407911117986
"(1, 2, 1)","(0, 2, 1, 12)",1886.8670634764333
"(2, 1, 1)","(0, 2, 2, 12)",1887.3236582320494
"(2, 2, 1)","(0, 2, 1, 12)",1888.2619974503384
"(2, 1, 1)","(1, 2, 1, 12)",1888.8411593087399
"(0, 2, 1)","(2, 2, 2, 12)",1888.8812493714074
"(2, 1, 1)","(0, 2, 1, 12)",1890.8122486509394
"(2, 2, 0)","(0, 2, 2, 12)",1891.7241999275861
"(2, 2, 0)","(1, 2, 2, 12)",1893.2673397069623
"(1, 1, 0)","(2, 2, 2, 12)",1893.9965163666918
